HOLE:	984B
LEG:	162
TOP:	78.790802
BOTTOM:	500.024414

DEPTH	TENS	CS	ETIM
173.2788	2490.4480	543.6605	2114.0505
173.4312	2454.4473	541.7512	2113.0398
173.5836	2457.2439	541.3340	2112.0166
173.7360	2423.3396	542.0153	2111.0015
173.8884	2381.9502	542.0110	2109.9788
174.0408	2484.4580	542.5720	2108.9648
174.1932	2357.5793	542.4988	2107.9282
174.3456	2286.0918	544.1356	2106.9075
174.4980	2364.5303	544.9039	2105.8853
174.6504	2355.7166	545.7119	2104.8779
174.8028	2403.2190	545.5400	2103.8625
174.9552	2421.4382	546.0004	2102.8508
175.1076	2381.2590	546.3230	2101.8669
175.2600	2383.5276	544.5411	2100.8713
175.4124	2367.6206	543.3461	2099.8669
175.5648	2353.5215	542.6805	2098.8464
175.7172	2352.6462	543.2052	2097.8401
175.8696	2319.8748	542.6828	2096.8389
176.0220	2455.5415	541.7404	2095.8386
176.1744	2510.5850	540.5299	2094.8093
176.3268	2447.1167	541.3447	2093.7808
176.4792	2457.2739	542.2367	2092.7786
176.6316	2365.9089	541.2520	2091.7637
176.7840	2317.8511	541.2165	2090.7441
176.9364	2434.0686	541.4105	2089.7249
177.0888	2450.6414	541.5778	2088.7036
177.2412	2482.9395	542.0061	2087.6851
177.3936	2520.9944	542.1914	2086.6641
177.5460	2402.7439	542.7436	2085.6492
177.6984	2391.4773	542.8259	2084.6116
177.8508	2361.7976	544.5417	2083.6016
178.0032	2349.8391	544.3496	2082.5872
178.1556	2337.3953	544.5519	2081.5652
178.3080	2322.4954	545.5065	2080.5586
178.4604	2343.9705	545.4034	2079.5718
178.6128	2333.2810	543.6209	2078.5706
178.7652	2343.5107	542.7504	2077.5706
178.9176	2322.7844	541.6375	2076.5398
179.0700	2472.5093	542.8577	2075.5137
179.2224	2520.1892	543.7713	2074.4973
179.3748	2424.0154	544.0582	2073.4753
179.5272	2404.6511	544.7979	2072.4597
179.6796	2466.2305	545.2516	2071.4368
179.8320	2488.8613	546.1685	2070.4314
179.9844	2463.7620	545.9854	2069.4268
180.1368	2477.7087	545.7388	2068.4373
180.2892	2382.4951	544.1963	2067.4402
180.4416	2362.4451	543.1854	2066.4229
180.5940	2352.6318	543.4534	2065.4001
180.7464	2332.7966	544.1879	2064.3962
180.8988	2406.5137	543.5938	2063.3792
181.0512	2424.3423	543.9474	2062.3730
181.2036	2370.2461	543.5868	2061.3718
181.3560	2365.2197	542.7178	2060.3540
181.5084	2360.7947	542.9514	2059.3318
181.6608	2352.9697	543.6160	2058.3291
181.8132	2363.0415	542.8258	2057.3110
181.9656	2347.5671	543.2860	2056.3076
182.1180	2440.2314	542.4911	2055.2881
182.2704	2463.1721	542.8770	2054.2847
182.4228	2444.9751	542.0478	2053.2510
182.5752	2459.2974	543.4078	2052.2434
182.7276	2377.7729	543.0797	2051.2288
182.8800	2359.5225	543.1326	2050.2065
183.0324	2392.3357	543.7936	2049.1873
183.1848	2387.7368	544.3100	2048.1794
183.3372	2437.0493	544.0007	2047.1801
183.4896	2456.0730	543.1522	2046.1611
183.6420	2396.1396	543.5600	2045.1545
183.7944	2396.0942	543.0761	2044.1541
183.9468	2312.4675	542.0381	2043.1326
184.0992	2283.3599	542.4894	2042.1320
184.2516	2419.7788	541.5292	2041.1124
184.4040	2441.2944	541.7516	2040.1063
184.5564	2370.3792	540.9935	2039.0908
184.7088	2357.8306	540.8404	2038.0676
184.8612	2393.6516	541.2455	2037.0529
185.0136	2394.2786	541.1660	2036.0153
185.1660	2432.6055	542.6875	2034.9935
185.3184	2439.6375	543.2341	2033.9734
185.4708	2409.2605	543.7175	2032.9705
185.6232	2402.1802	543.0718	2031.9541
185.7756	2440.7031	543.2728	2030.9310
185.9280	2447.5051	543.9874	2029.9253
186.0804	2451.8186	543.4947	2028.9232
186.2328	2461.3792	542.6620	2027.9059
186.3852	2386.1677	542.9830	2026.8855
186.5376	2378.5017	543.4582	2025.8657
186.6900	2388.3555	543.9524	2024.8435
186.8424	2385.8650	544.7294	2023.8407
186.9948	2365.8762	544.1145	2022.8369
187.1472	2355.4407	543.6384	2021.8505
187.2996	2438.8330	541.5887	2020.8335
187.4520	2450.8987	541.6182	2019.8123
187.6044	2395.1499	541.9634	2018.7889
187.7568	2387.3459	542.5289	2017.7584
187.9092	2438.5786	543.8470	2016.7372
188.0616	2441.4944	544.5025	2015.7330
188.2140	2437.1406	543.9385	2014.7141
188.3664	2433.2954	544.4312	2013.6929
188.5188	2493.8279	545.1646	2012.6906
188.6712	2505.0686	544.7075	2011.6869
188.8236	2454.5881	544.1561	2010.6841
188.9760	2450.1594	543.4562	2009.6854
189.1284	2423.7805	542.3348	2008.6932
189.2808	2415.1130	540.5347	2007.6763
189.4332	2555.2605	540.5534	2006.6610
189.5856	2578.8403	540.3123	2005.6368
189.7380	2378.1121	540.6929	2004.6155
189.8904	2301.8694	540.9385	2003.5968
190.0428	2291.7754	541.0002	2002.5770
190.1952	2379.2822	541.2944	2001.5580
190.3476	2379.7312	541.4559	2000.5320
190.5000	2534.9661	542.1319	1999.5157
190.6524	2555.2146	542.1693	1998.4978
190.8048	2419.7466	542.3465	1997.4629
190.9572	2414.2373	543.9582	1996.4492
191.1096	2408.1311	544.0565	1995.4390
191.2620	2402.6843	543.9180	1994.4349
191.4144	2455.5029	543.2782	1993.4216
191.5668	2454.4895	543.3904	1992.4114
191.7192	2515.6177	543.1519	1991.3929
191.8716	2524.9414	543.5109	1990.3726
192.0240	2461.0073	544.0825	1989.3701
192.1764	2463.7871	543.3464	1988.3513
192.3288	2332.3677	543.9058	1987.3479
192.4812	2320.8418	543.2212	1986.3290
192.6336	2438.7759	543.6323	1985.3077
192.7860	2441.5869	544.2745	1984.2875
192.9384	2448.9529	544.9136	1983.2686
193.0908	2452.4773	545.7060	1982.2650
193.2432	2396.1785	545.2891	1981.2625
193.3956	2395.8989	544.7310	1980.2650
193.5480	2334.3320	543.6935	1979.2723
193.7004	2327.3376	542.1272	1978.2373
193.8528	2444.3687	543.7112	1977.2333
194.0052	2444.7129	543.0464	1976.2142
194.1576	2561.5144	543.4466	1975.2097
194.3100	2568.4507	542.7721	1974.1909
194.4624	2436.2915	543.1129	1973.1608
194.6148	2435.8296	544.4872	1972.1350
194.7672	2332.3367	545.5810	1971.1311
194.9196	2328.3853	545.1719	1970.1118
195.0720	2484.0100	545.8859	1969.1241
195.2244	2486.2605	544.2313	1968.1221
195.3768	2405.3374	543.6208	1967.1171
195.5292	2405.2117	543.0244	1966.0977
195.6816	2370.3037	543.4436	1965.0780
195.8340	2369.9824	543.9409	1964.0580
195.9864	2345.3152	544.5394	1963.0403
196.1388	2344.9292	545.1897	1962.0376
196.2912	2485.1082	544.6174	1961.0344
196.4436	2484.8875	544.1610	1960.0173
196.5960	2500.3765	544.8378	1959.0009
196.7484	2499.4600	545.5591	1958.0018
196.9008	2369.3210	545.0462	1956.9854
197.0532	2371.0171	545.8077	1955.9865
197.2056	2420.2153	545.3091	1954.9858
197.3580	2420.7522	544.8862	1953.9686
197.5104	2465.6992	545.6859	1952.9362
197.6628	2464.7336	547.7277	1951.9197
197.8152	2470.3442	548.8685	1950.9028
197.9676	2469.6580	550.2059	1949.9036
198.1200	2470.5039	550.3707	1948.9031
198.2724	2469.8210	550.6748	1947.9042
198.4248	2429.5669	550.8938	1946.8873
198.5772	2430.7295	552.4899	1945.8540
198.7296	2403.8689	555.5713	1944.8199
198.8820	2407.4534	559.1305	1943.7678
199.0344	2507.6108	564.5119	1942.7303
199.1868	2503.8450	569.5667	1941.7721
199.3392	2491.1011	569.1180	1940.8051
199.4916	2488.5464	569.3426	1939.8381
199.6440	2407.4729	569.5573	1938.8704
199.7964	2413.8303	569.8821	1937.9026
199.9488	2492.1904	570.2838	1936.9358
200.1012	2490.6526	570.6873	1935.9694
200.2536	2522.8555	571.1034	1935.0039
200.4060	2516.1506	571.5018	1934.0530
200.5584	2432.6575	570.7280	1933.1041
200.7108	2438.5549	569.6616	1932.1527
200.8632	2492.8552	568.6550	1931.1870
201.0156	2487.7786	568.7229	1930.2366
201.1680	2407.0371	567.4982	1929.2520
201.3204	2414.2561	568.9572	1928.2900
201.4728	2483.1572	568.7468	1927.3203
201.6252	2478.8699	569.1731	1926.3535
201.7776	2438.9277	569.3901	1925.3876
201.9300	2442.2231	569.5679	1924.4369
202.0824	2477.8855	568.4848	1923.4625
202.2348	2474.7703	569.2704	1922.4915
202.3872	2476.2166	569.9001	1921.5393
202.5396	2479.0188	568.9882	1920.5847
202.6920	2483.5767	568.1414	1919.6194
202.8444	2585.6292	568.0981	1918.6346
202.9968	2567.9888	569.6711	1917.6537
203.1492	2455.0447	571.1119	1916.6885
203.3016	2453.9753	571.4766	1915.7314
203.4540	2288.5833	571.1884	1914.7710
203.6064	2320.4084	571.1597	1913.8031
203.7588	2516.8225	571.7610	1912.8531
203.9112	2502.3599	570.9365	1911.9033
204.0636	2539.9863	569.9776	1910.9547
204.2160	2519.3499	568.8013	1910.0046
204.3684	2362.0444	567.5400	1909.0352
204.5208	2378.8726	567.7783	1908.0535
204.6732	2354.3364	569.0213	1907.0858
204.8256	2376.0554	569.2676	1906.1018
204.9780	2566.3301	570.9412	1905.1371
205.1304	2540.5220	571.2181	1904.1681
205.2828	2495.0247	571.8975	1903.2043
205.4352	2481.6787	572.2321	1902.2537
205.5876	2305.8696	571.4960	1901.2911
205.7400	2346.7097	571.7318	1900.3369
205.8924	2502.7161	571.2313	1899.3687
206.0448	2500.5884	571.8777	1898.4197
206.1972	2540.2100	570.9429	1897.4445
206.3496	2536.7837	572.1202	1896.4691
206.5020	2526.2910	573.4489	1895.5181
206.6544	2378.5537	572.9544	1894.5509
206.8068	2402.0439	573.7170	1893.6028
206.9592	2453.5093	572.9948	1892.6517
207.1116	2454.1936	572.4023	1891.7001
207.2640	2481.2778	571.8132	1890.7334
207.4164	2468.0662	572.4012	1889.7843
207.5688	2382.6069	571.5587	1888.8181
207.7212	2403.0842	572.0853	1887.8685
207.8736	2458.4114	571.2679	1886.9147
208.0260	2461.6970	570.6991	1885.9503
208.1784	2512.0859	570.9380	1884.9998
208.3308	2501.4810	570.0209	1884.0299
208.4832	2507.9868	570.6407	1883.0647
208.6356	2502.6484	570.8949	1882.0962
208.7880	2491.3848	571.4926	1881.1299
208.9404	2487.1096	571.9960	1880.1628
209.0928	2440.3020	572.6061	1879.1974
209.2452	2452.6172	573.2029	1878.2489
209.3976	2505.7280	572.4326	1877.2969
209.5500	2487.3433	571.8631	1876.3380
209.7024	2464.5891	571.8100	1875.3801
209.8548	2439.1221	571.6151	1874.4113
210.0072	2312.8115	572.3806	1873.4464
210.1596	2320.3926	572.8724	1872.4773
210.3120	2325.2029	573.8160	1871.5146
210.4644	2410.5835	574.3160	1870.5624
210.6168	2408.4492	574.0150	1869.5970
210.7692	2575.0632	574.7512	1868.6433
210.9216	2508.8928	574.6641	1867.6814
211.0740	2301.1743	575.2598	1866.7290
211.2264	2327.9629	575.0957	1865.7628
211.3788	2256.8186	576.0503	1864.8145
211.5312	2304.9292	575.6525	1863.8411
211.6836	2434.5708	577.3336	1862.8820
211.8360	2418.6980	578.0375	1861.9308
211.9884	2512.0166	578.1514	1860.9811
212.1408	2458.6936	578.1648	1860.0309
212.2932	2347.8501	578.1799	1859.0809
212.4456	2352.7629	578.1965	1858.1310
212.5980	2256.7241	578.2477	1857.1804
212.7504	2284.5667	578.3552	1856.2305
212.9028	2211.8809	578.4366	1855.2798
213.0552	2279.2029	578.5802	1854.3389
213.2076	2484.4871	577.9202	1853.3975
213.3600	2463.7063	577.1913	1852.4463
213.5124	2453.9075	577.2426	1851.4969
213.6648	2366.7061	577.0969	1850.5460
213.8172	2369.1826	577.0775	1849.5981
213.9696	2284.5129	576.7618	1848.6399
214.1220	2297.5330	577.3104	1847.6787
214.2744	2243.2095	578.1827	1846.7285
214.4268	2265.4565	578.2454	1845.7802
214.5792	2287.2065	578.2151	1844.8441
214.7316	2289.4954	577.0460	1843.8929
214.8840	2329.5686	577.0322	1842.9462
215.0364	2314.6560	576.6387	1841.9896
215.1888	2318.0674	577.0256	1841.0259
215.3412	2301.6467	578.0245	1840.0795
215.4936	2195.9954	577.7361	1839.1249
215.6460	2238.9729	578.1664	1838.1760
215.7984	2275.6162	578.1200	1837.2274
215.9508	2303.1458	578.0411	1836.2959
216.1032	2417.7297	576.4703	1835.3380
216.2556	2391.4409	576.9552	1834.3735
216.4080	2382.3384	578.0955	1833.4243
216.5604	2383.5876	578.0634	1832.4615
216.7128	2370.7053	579.1231	1831.5106
216.8652	2283.4050	579.3348	1830.5554
217.0176	2322.5486	579.8570	1829.5884
217.1700	2376.6858	581.5493	1828.6423
217.3224	2374.9927	581.7640	1827.7101
217.4748	2417.6694	580.7314	1826.7745
217.6272	2402.6113	579.9036	1825.8448
217.7796	2451.4697	578.4425	1824.9043
217.9320	2400.9409	577.6599	1823.9406
218.0844	2215.0654	578.7507	1822.9968
218.2368	2277.7466	578.3167	1822.0344
218.3892	2334.1914	579.4667	1821.0742
218.5416	2356.8931	580.4767	1820.1299
218.6940	2488.3113	580.2907	1819.1881
218.8464	2409.5298	579.8365	1818.2341
218.9988	2289.0842	580.4664	1817.2920
219.1512	2302.3118	580.1619	1816.3556
219.3036	2311.9111	579.2806	1815.4099
219.4560	2303.8328	579.0926	1814.4727
219.6084	2339.1436	578.1319	1813.5183
219.7608	2508.2463	578.5355	1812.5695
219.9132	2440.9839	578.5526	1811.6168
220.0656	2397.1909	578.9228	1810.6689
220.2180	2367.2395	578.8799	1809.7173
220.3704	2252.2590	579.0746	1808.7678
220.5228	2301.8074	579.0997	1807.8125
220.6752	2329.2651	579.7440	1806.8458
220.8276	2337.5837	581.4153	1805.9022
220.9800	2370.8723	581.3386	1804.9700
221.1324	2354.0935	580.2341	1804.0330
221.2848	2326.1057	579.3936	1803.0796
221.4372	2334.7646	579.8698	1802.1307
221.5896	2337.6423	580.0293	1801.1781
221.7420	2355.1790	580.5017	1800.2311
221.8944	2438.4675	580.5988	1799.2958
222.0468	2379.3074	579.6970	1798.3419
222.1992	2332.9324	580.2615	1797.3984
222.3516	2314.7258	579.9984	1796.4609
222.5040	2377.1643	579.1732	1795.5089
222.6564	2563.5840	579.4966	1794.5743
222.8088	2508.2375	578.3807	1793.6375
222.9612	2533.9199	577.2707	1792.6917
223.1136	2489.9219	576.7762	1791.7408
223.2660	2399.5308	576.6803	1790.7911
223.4184	2443.2507	576.4324	1789.8405
223.5708	2474.3030	576.3093	1788.8925
223.7232	2480.2256	575.8458	1787.9358
223.8756	2543.0061	576.0999	1786.9799
224.0280	2499.5625	576.3187	1786.0294
224.1804	2486.6580	576.1481	1785.0723
224.3328	2431.6421	576.5051	1784.1256
224.4852	2190.2200	576.0403	1783.1725
224.6376	2345.7793	575.9676	1782.2123
224.7900	2473.4624	576.4973	1781.2524
224.9424	2510.0349	577.1248	1780.2977
225.0948	2615.6021	577.3595	1779.3311
225.2472	2593.3948	578.6276	1778.3920
225.3996	2554.6228	577.7307	1777.4363
225.5520	2419.5684	578.0970	1776.4857
225.7044	2466.1218	578.1279	1775.5479
225.8568	2450.7410	577.1069	1774.5959
226.0092	2479.1267	577.1087	1773.6464
226.1616	2502.2275	576.9158	1772.6935
226.3140	2490.7178	576.9913	1771.7427
226.4664	2490.6758	576.9134	1770.7928
226.6188	2494.8318	576.7746	1769.8414
226.7712	2532.9739	576.6823	1768.8909
226.9236	2504.8308	576.4993	1767.9330
227.0760	2462.3254	576.9261	1766.9742
227.2284	2468.7803	577.5322	1766.0228
227.3808	2423.1453	577.4698	1765.0688
227.5332	2475.2000	577.7103	1764.1188
227.6856	2530.5503	577.6330	1763.1641
227.8380	2527.6509	577.9982	1762.2206
227.9904	2548.7185	577.4860	1761.2871
228.1428	2545.9331	575.8882	1760.3430
228.2952	2542.5313	575.1262	1759.3937
228.4476	2538.2180	574.6285	1758.4210
228.6000	2511.9363	576.0192	1757.4641
228.7524	2422.3850	576.3110	1756.5050
228.9048	2481.4827	576.7786	1755.5300
229.0572	2529.7822	578.6428	1754.5775
229.2096	2529.6721	578.7700	1753.6234
229.3620	2565.0391	579.1015	1752.6755
229.5144	2527.0413	579.0727	1751.7209
229.6668	2516.8865	579.4599	1750.7773
229.8192	2508.8406	579.0292	1749.8385
229.9716	2514.6262	578.1119	1748.8828
230.1240	2475.3438	578.5867	1747.9360
230.2764	2358.6787	578.3895	1746.9806
230.4288	2424.9600	578.8710	1746.0385
230.5812	2452.9033	578.3333	1745.1018
230.7336	2483.6689	577.1481	1744.1450
230.8860	2570.9348	577.5002	1743.1987
231.0384	2499.4189	577.0934	1742.2382
231.1908	2454.8223	577.7974	1741.2733
231.3432	2453.8906	578.9750	1740.3311
231.4956	2472.1270	578.4110	1739.3866
231.6480	2497.1492	577.9673	1738.4392
231.8004	2506.0908	577.7406	1737.4901
231.9528	2560.1104	577.5442	1736.5364
232.1052	2526.7913	577.7383	1735.5763
232.2576	2537.5754	578.4341	1734.6179
232.4100	2500.6501	579.1411	1733.6698
232.5624	2473.5193	579.1326	1732.7157
232.7148	2459.0601	579.5581	1731.7712
232.8672	2394.6504	579.1824	1730.8304
233.0196	2421.1929	578.4678	1729.8790
233.1720	2402.9558	578.6644	1728.9301
233.3244	2451.8401	578.6704	1727.9912
233.4768	2515.4502	577.7032	1727.0541
233.6292	2465.7717	576.5175	1726.1119
233.7816	2397.4858	575.5840	1725.1510
233.9340	2468.5344	576.2009	1724.1903
234.0864	2547.8186	576.8516	1723.2357
234.2388	2523.9773	576.9064	1722.2635
234.3912	2514.8794	578.4575	1721.3103
234.5436	2518.4033	578.6765	1720.3419
234.6960	2509.1953	580.2584	1719.3867
234.8484	2496.7107	580.9707	1718.4586
235.0008	2473.3689	579.2932	1717.5148
235.1532	2408.1057	578.8185	1716.5717
235.3056	2473.8472	578.2127	1715.6149
235.4580	2556.7517	578.7999	1714.6571
235.6104	2502.4226	579.5054	1713.7068
235.7628	2484.9087	579.6666	1712.7582
235.9152	2449.2139	579.7065	1711.8184
236.0676	2358.2024	579.0790	1710.8716
236.2200	2443.1792	578.8238	1709.9170
236.3724	2468.6157	579.1738	1708.9698
236.5248	2511.1978	579.0056	1708.0054
236.6772	2581.0781	580.3138	1707.0504
236.8296	2541.7214	580.9504	1706.1211
236.9820	2527.2620	579.5503	1705.1852
237.1344	2538.3428	578.4971	1704.2458
237.2868	2503.4829	577.5628	1703.2889
237.4392	2445.3296	578.0148	1702.3420
237.5916	2478.4973	577.6512	1701.3824
237.7440	2477.5649	578.3310	1700.4213
237.8964	2506.7407	579.2280	1699.4701
238.0488	2559.7737	579.3547	1698.5132
238.2012	2506.6355	580.0522	1697.5765
238.3536	2498.3621	579.0732	1696.6339
238.5060	2478.5862	578.5531	1695.6895
238.6584	2430.8027	578.0593	1694.7482
238.8108	2441.1472	577.1979	1693.7924
238.9632	2370.6377	577.4977	1692.8448
239.1156	2502.1782	577.2589	1691.8931
239.2680	2636.2063	577.2197	1690.9406
239.4204	2538.5117	577.3018	1689.9924
239.5728	2503.2656	576.9385	1689.0310
239.7252	2523.2817	577.6245	1688.0735
239.8776	2588.1685	578.1116	1687.1106
240.0300	2500.4265	579.0705	1686.1470
240.1824	2431.0649	580.2264	1685.2001
240.3348	2438.7900	580.1503	1684.2594
240.4872	2463.8311	579.5106	1683.3250
240.6396	2490.9463	578.3943	1682.3806
240.7920	2501.6069	577.8686	1681.4377
240.9444	2534.2546	577.1025	1680.4900
241.0968	2528.2209	576.7491	1679.5349
241.2492	2577.5024	576.9006	1678.5720
241.4016	2527.8049	577.8917	1677.6226
241.5540	2502.6563	577.6921	1676.6591
241.7064	2466.0266	578.6213	1675.6990
241.8588	2364.7573	579.3528	1674.7400
242.0112	2508.4246	580.1140	1673.7806
242.1636	2613.8569	581.1021	1672.8395
242.3160	2551.8232	580.6786	1671.9003
242.4684	2536.7515	579.9549	1670.9631
242.6208	2532.4255	579.0154	1670.0190
242.7732	2525.6775	578.5728	1669.0712
242.9256	2549.0593	578.4580	1668.1180
243.0780	2547.5142	578.6797	1667.1644
243.2304	2558.1335	579.0680	1666.2042
243.3828	2503.7117	579.9036	1665.2460
243.5352	2431.4368	580.6058	1664.2992
243.6876	2501.4653	580.5792	1663.3346
243.8400	2536.3254	582.0318	1662.3784
243.9924	2519.3345	583.0745	1661.4591
244.1448	2531.8606	580.9345	1660.5255
244.2972	2515.7256	579.7604	1659.5967
244.4496	2501.1323	578.1293	1658.6426
244.6020	2472.3250	578.3323	1657.6809
244.7544	2382.5771	579.2831	1656.7350
244.9068	2559.1875	578.9739	1655.7805
245.0592	2711.3840	579.4667	1654.8342
245.2116	2574.9194	579.2127	1653.8807
245.3640	2528.5930	579.4116	1652.9259
245.5164	2537.4443	579.9152	1651.9763
245.6688	2552.5308	580.0168	1651.0236
245.8212	2524.7324	580.5233	1650.0830
245.9736	2490.3733	579.9802	1649.1385
246.1260	2500.2793	579.6703	1648.1831
246.2784	2498.9590	580.1942	1647.2327
246.4308	2499.3108	580.3323	1646.2756
246.5832	2491.9932	581.1733	1645.3121
246.7356	2470.6992	582.6606	1644.3673
246.8880	2524.0208	582.6313	1643.4293
247.0404	2581.8027	582.0867	1642.4967
247.1928	2532.1421	580.9997	1641.5515
247.3452	2524.2788	580.9686	1640.6091
247.4976	2477.9285	580.5839	1639.6696
247.6500	2407.7366	579.9147	1638.7168
247.8024	2517.5115	580.2913	1637.7764
247.9548	2574.3784	579.6619	1636.8297
248.1072	2541.0063	579.6000	1635.8752
248.2596	2558.9080	580.0855	1634.9264
248.4120	2512.4175	580.1461	1633.9728
248.5644	2511.7422	580.6791	1633.0190
248.7168	2474.0183	581.2111	1632.0674
248.8692	2443.8506	581.6893	1631.1165
249.0216	2451.5740	582.0894	1630.1591
249.1740	2457.1145	583.1645	1629.2064
249.3264	2446.5664	583.9441	1628.2684
249.4788	2493.0313	583.5175	1627.3329
249.6312	2521.3218	582.9008	1626.3870
249.7836	2532.1104	583.0154	1625.4343
249.9360	2581.5928	583.8058	1624.4915
250.0884	2517.1309	583.8541	1623.5543
250.2408	2499.4302	583.4284	1622.6249
250.3932	2465.6450	582.3076	1621.6865
250.5456	2404.8701	581.7516	1620.7526
250.6980	2516.7908	580.7136	1619.8059
250.8504	2570.9680	580.6631	1618.8597
251.0028	2523.7908	580.6400	1617.9147
251.1552	2507.5688	580.4355	1616.9656
251.3076	2519.1021	580.5771	1616.0165
251.4600	2520.0740	580.7325	1615.0745
251.6124	2533.0974	580.2515	1614.1298
251.7648	2486.8232	580.0293	1613.1740
251.9172	2430.0078	580.7115	1612.2244
252.0696	2492.0942	580.8901	1611.2699
252.2220	2488.4221	581.4594	1610.3313
252.3744	2582.1733	580.7460	1609.3794
252.5268	2665.0979	581.2704	1608.4259
252.6792	2535.2502	581.8665	1607.4886
252.8316	2497.6042	581.1151	1606.5543
252.9840	2538.0486	580.0106	1605.6080
253.1364	2567.1721	579.8351	1604.6577
253.2888	2498.0601	580.0384	1603.7123
253.4412	2426.8032	579.7639	1602.7815
253.5936	2519.1460	578.1517	1601.8262
253.7460	2529.8984	578.5020	1600.8839
253.8984	2584.2070	577.6849	1599.9436
254.0508	2606.1501	576.7924	1599.0046
254.2032	2602.8281	575.5484	1598.0480
254.3556	2575.9980	575.5684	1597.0885
254.5080	2572.0686	575.8420	1596.1300
254.6604	2515.8242	576.0639	1595.1560
254.8128	2462.3901	577.7674	1594.2007
254.9652	2510.1836	578.0175	1593.2487
255.1176	2511.1626	578.0184	1592.2968
255.2700	2556.2732	577.9849	1591.3444
255.4224	2617.4160	577.9797	1590.3916
255.5748	2474.6738	578.0756	1589.4272
255.7272	2405.2991	579.1354	1588.4757
255.8796	2438.2551	579.1857	1587.5194
256.0320	2411.6777	579.7302	1586.5637
256.1844	2539.6980	580.2944	1585.6144
256.3368	2634.8718	580.5002	1584.6736
256.4892	2440.6755	579.8158	1583.7268
256.6416	2363.0540	579.6310	1582.7720
256.7940	2413.3792	580.0128	1581.8206
256.9464	2378.0579	580.3221	1580.8690
257.0988	2519.2119	580.6210	1579.9137
257.2512	2564.1714	581.2756	1578.9741
257.4036	2540.5847	580.6454	1578.0378
257.5560	2551.8005	579.6241	1577.1047
257.7084	2545.3625	578.3071	1576.1570
257.8608	2544.3613	577.9770	1575.2018
258.0132	2552.1816	578.2416	1574.2507
258.1656	2513.1462	578.1867	1573.2990
258.3180	2488.5227	578.1854	1572.3456
258.4704	2517.4407	578.4020	1571.3929
258.6228	2521.7683	578.5142	1570.4429
258.7752	2543.4441	578.4358	1569.4884
258.9276	2562.9910	578.7212	1568.5430
259.0800	2496.5642	578.2334	1567.5988
259.2324	2457.1169	577.6909	1566.6376
259.3848	2533.4309	578.4315	1565.6798
259.5372	2549.9971	578.9759	1564.7271
259.6896	2567.0750	579.1044	1563.7732
259.8420	2586.0254	579.3754	1562.8239
259.9944	2542.7305	579.4319	1561.8683
260.1468	2532.0281	579.9241	1560.9280
260.2992	2540.4800	579.1498	1559.9877
260.4516	2525.0676	578.2780	1559.0387
260.6040	2524.4353	578.0245	1558.0918
260.7564	2501.3518	577.7032	1557.1396
260.9088	2483.2090	577.6561	1556.1864
261.0612	2536.0186	577.6963	1555.2341
261.2136	2553.1089	577.6603	1554.2809
261.3660	2517.0535	577.6865	1553.3289
261.5184	2507.2542	577.7674	1552.3761
261.6708	2537.3188	577.7673	1551.4236
261.8232	2563.7461	577.7629	1550.4712
261.9756	2498.5620	577.7460	1549.5181
262.1280	2479.8662	577.7590	1548.5665
262.2804	2461.1653	577.7997	1547.6124
262.4328	2434.3582	577.9308	1546.6602
262.5852	2520.7878	577.9803	1545.7095
262.7376	2546.4165	577.8351	1544.7687
262.8900	2501.9485	576.9765	1543.8239
263.0424	2497.0215	576.1757	1542.8523
263.1948	2496.3767	577.5530	1541.8973
263.3472	2488.5239	577.6461	1540.9298
263.4996	2476.1421	578.8978	1539.9749
263.6520	2519.0168	579.3101	1539.0247
263.8044	2525.8018	579.3146	1538.0850
263.9568	2556.1616	578.3575	1537.1327
264.1092	2582.1638	578.4311	1536.1932
264.2616	2521.8879	577.3314	1535.2457
264.4140	2517.3008	576.9354	1534.2924
264.5664	2488.7622	576.8764	1533.3318
264.7188	2468.8140	577.4218	1532.3789
264.8712	2512.1118	577.3835	1531.4299
265.0236	2509.4683	577.0033	1530.4817
265.1760	2539.1267	576.6411	1529.5273
265.3284	2549.5061	576.6106	1528.5889
265.4808	2549.4871	575.1849	1527.6409
265.6332	2562.0151	574.4062	1526.6855
265.7856	2516.2603	574.1812	1525.7373
265.9380	2510.1541	573.3865	1524.7745
266.0904	2510.5198	573.6516	1523.8173
266.2428	2524.1265	573.4336	1522.8466
266.3952	2525.8499	574.3751	1521.8932
266.5476	2543.7852	573.9180	1520.9260
266.7000	2557.8582	574.7139	1519.9697
266.8524	2547.3313	574.5873	1519.0040
267.0048	2564.7134	575.2261	1518.0446
267.1572	2442.7986	575.4212	1517.0975
267.3096	2402.3311	574.5922	1516.1285
267.4620	2497.0571	575.6745	1515.1737
267.6144	2504.4963	575.5260	1514.2117
267.7668	2509.8245	575.9861	1513.2509
267.9192	2506.8208	576.3995	1512.2820
268.0716	2527.5981	577.5624	1511.3279
268.2240	2530.8850	577.7357	1510.3727
268.3764	2541.9678	577.9260	1509.4219
268.5288	2547.3274	577.7530	1508.4696
268.6812	2543.4995	577.6760	1507.5165
268.8336	2547.2429	577.7932	1506.5635
268.9860	2527.4778	577.7963	1505.6096
269.1384	2525.3552	577.8867	1504.6580
269.2908	2525.5618	577.8177	1503.7028
269.4432	2525.0325	578.0231	1502.7675
269.5956	2526.9141	576.6449	1501.8170
