HOLE:	984B
LEG:	162
TOP:	98.145599
BOTTOM:	502.462799

DEPTH	TENS	CS	ETIM
193.3956	2740.0017	474.3477	2598.9919
193.5480	2754.2031	474.8962	2597.8357
193.7004	2754.9924	474.6918	2596.6697
193.8528	2692.8870	475.0251	2595.5076
194.0052	2790.7505	475.1291	2594.3513
194.1576	2794.9763	474.8362	2593.1873
194.3100	2601.2493	475.1389	2592.0261
194.4624	2594.9868	475.1966	2590.8650
194.6148	2487.4998	475.2812	2589.7039
194.7672	2485.0205	475.4361	2588.5417
194.9196	2652.6379	475.5279	2587.3806
195.0720	2759.1250	475.6894	2586.2205
195.2244	2759.9963	475.7870	2585.0935
195.3768	2730.0000	473.9025	2583.9429
195.5292	2730.4478	473.1496	2582.7820
195.6816	2814.9998	472.8540	2581.6208
195.8340	2812.2268	472.6508	2580.4382
195.9864	2621.8877	473.6407	2579.2820
196.1388	2725.0002	473.1775	2578.1267
196.2912	2727.0090	472.6387	2576.9773
196.4436	2799.9998	471.6899	2575.8171
196.5960	2797.6799	471.2626	2574.6326
196.7484	2735.5955	472.0866	2573.4724
196.9008	2749.9995	471.6815	2572.3171
197.0532	2746.3037	470.9395	2571.1482
197.2056	2674.9995	470.7845	2569.9675
197.3580	2670.1152	471.4864	2568.7830
197.5104	2590.0010	472.2858	2567.6238
197.6628	2597.2622	471.9784	2566.4529
197.8152	2697.1516	471.9994	2565.2820
197.9676	2660.0005	472.2125	2564.1179
198.1200	2663.6301	472.1102	2562.9568
198.2724	2705.0005	471.7286	2561.7957
198.4248	2708.1289	471.3473	2560.6326
198.5772	2740.0007	470.9338	2559.4724
198.7296	2746.8191	470.4665	2558.2996
198.8820	2800.8652	470.4832	2557.1267
199.0344	2720.0002	470.5547	2555.9431
199.1868	2722.7527	471.2935	2554.7605
199.3392	2745.0005	472.0698	2553.5789
199.4916	2748.5649	472.8484	2552.4167
199.6440	2767.5562	472.7282	2551.2361
199.7964	2714.9995	473.5650	2550.0750
199.9488	2710.3401	473.4330	2548.9041
200.1012	2680.0002	473.6783	2547.7302
200.2536	2682.1265	474.4397	2546.5652
200.4060	2694.9998	474.6447	2545.4070
200.5584	2692.7478	474.3209	2544.2546
200.7108	2673.7771	473.9157	2543.0994
200.8632	2640.0034	473.3734	2541.9451
201.0156	2667.8923	472.9032	2540.7673
201.1680	2809.9990	473.5799	2539.6150
201.3204	2802.2441	472.8102	2538.4607
201.4728	2754.3689	472.2167	2537.3044
201.6252	2704.9998	471.5529	2536.1404
201.7776	2703.1404	471.3261	2534.9626
201.9300	2695.0017	471.8208	2533.8054
202.0824	2708.6318	471.1974	2532.6414
202.2348	2765.0007	470.9618	2531.4783
202.3872	2770.0925	470.4153	2530.3181
202.5396	2759.8611	469.8140	2529.1570
202.6920	2645.0015	469.1330	2527.9939
202.8444	2656.9429	468.5035	2526.8201
202.9968	2700.0005	468.2475	2525.6492
203.1492	2704.5176	467.9707	2524.4773
203.3016	2719.9985	467.6387	2523.3064
203.4540	2707.1187	467.1464	2522.1404
203.6064	2654.2458	466.4223	2520.9587
203.7588	2620.0088	466.3678	2519.7839
203.9112	2692.0266	466.0598	2518.5945
204.0636	2909.9939	466.4241	2517.4099
204.2160	2859.9773	466.6136	2516.2322
204.3684	2674.6111	466.3684	2515.0447
204.5208	2560.0071	466.8102	2513.8552
204.6732	2618.0193	467.1915	2512.6746
204.8256	2774.9980	467.3924	2511.4910
204.9780	2758.3015	467.6326	2510.3064
205.1304	2668.2356	467.9660	2509.1218
205.2828	2550.0059	468.2779	2507.9392
205.4352	2598.1392	468.6217	2506.7556
205.5876	2715.0010	469.1278	2505.5662
205.7400	2722.5334	469.9314	2504.3816
205.8924	2739.9956	470.5882	2503.2185
206.0448	2704.3628	470.0585	2502.0818
206.1972	2604.5571	468.0535	2500.9363
206.3496	2560.0081	466.1831	2499.7732
206.5020	2626.2668	465.0569	2498.5994
206.6544	2765.0078	464.4388	2497.4089
206.8068	2829.7659	464.6190	2496.2205
206.9592	2959.9890	464.8062	2495.0369
207.1116	2869.7241	464.6545	2493.8572
207.2640	2657.1162	464.2592	2492.6677
207.4164	2585.0046	464.4143	2491.4841
207.5688	2622.1333	464.2540	2490.2957
207.7212	2690.0071	464.3259	2489.1013
207.8736	2748.1321	464.7605	2487.9109
208.0260	2805.8657	465.0115	2486.7205
208.1784	2729.9990	465.3713	2485.5212
208.3308	2722.4829	466.1019	2484.3347
208.4832	2710.0010	466.3786	2483.1423
208.6356	2717.7009	466.9745	2481.9548
208.7880	2698.8066	467.4966	2480.7703
208.9404	2650.0027	467.7028	2479.5925
209.0928	2671.9417	467.7556	2478.4031
209.2452	2705.0002	468.3723	2477.2214
209.3976	2707.0381	468.6684	2476.0476
209.5500	2730.5662	468.4419	2474.8777
209.7024	2760.0007	468.1638	2473.7048
209.8548	2766.2979	467.8679	2472.5369
210.0072	2774.9954	467.3333	2471.3660
210.1596	2736.3687	466.8755	2470.1804
210.3120	2685.0027	467.0832	2469.0007
210.4644	2706.9448	467.1302	2467.8250
210.6168	2765.9424	466.8446	2466.6521
210.7692	2804.9976	466.5143	2465.4783
210.9216	2784.6846	466.0529	2464.3015
211.0740	2759.9963	465.7646	2463.1101
211.2264	2730.1267	466.2352	2461.9128
211.3788	2743.7568	467.0918	2460.7175
211.5312	2799.9956	467.9650	2459.5408
211.6836	2764.4951	467.8501	2458.3699
211.8360	2724.9973	467.4709	2457.2000
211.9884	2703.3096	466.9666	2456.0359
212.1408	2679.9995	466.0303	2454.8552
212.2932	2675.0967	465.9285	2453.6736
212.4456	2764.0117	465.8314	2452.4958
212.5980	2859.9932	465.5278	2451.3152
212.7504	2804.4934	465.3402	2450.1433
212.9028	2749.9949	464.6615	2448.9783
213.0552	2708.8770	463.4067	2447.7947
213.2076	2724.3811	463.1151	2446.6013
213.3600	2775.0051	463.3543	2445.4177
213.5124	2817.1296	463.0273	2444.2224
213.6648	2854.9929	463.3126	2443.0359
213.8172	2796.1187	463.0435	2441.8513
213.9696	2745.0020	462.7436	2440.6599
214.1220	2761.2974	462.7629	2439.4783
214.2744	2637.7363	462.3506	2438.2927
214.4268	2525.0122	461.8774	2437.0994
214.5792	2625.2598	462.0186	2435.8933
214.7316	2705.0076	462.7216	2434.6863
214.8840	2767.2419	463.5449	2433.4871
215.0364	2700.9895	464.1661	2432.2917
215.1888	2614.9895	464.5829	2431.0955
215.3412	2527.9924	465.1802	2429.9011
215.4936	2465.0264	465.6758	2428.7126
215.6460	2680.0151	466.0338	2427.5271
215.7984	2803.3103	466.0752	2426.3464
215.9508	2784.9929	466.0196	2425.1697
216.1032	2727.8704	465.6653	2423.9998
216.2556	2689.9915	464.9783	2422.8162
216.4080	2619.7573	464.8051	2421.6208
216.5604	2679.6323	465.3839	2420.4304
216.7128	2745.0115	465.7334	2419.2478
216.8652	2838.6318	465.7540	2418.0769
217.0176	2894.9873	464.9794	2416.9167
217.1700	2790.6177	463.6090	2415.7458
217.3224	2729.9941	462.6209	2414.5603
217.4748	2681.8760	462.2663	2413.3591
217.6272	2690.5649	462.6776	2412.1550
217.7796	2710.0037	463.4633	2410.9636
217.9320	2739.5020	463.5999	2409.7830
218.0844	2755.0044	463.0876	2408.5994
218.2368	2791.4934	462.8523	2407.3982
218.3892	2736.4956	463.3854	2406.1931
218.5416	2700.0090	464.2724	2404.9968
218.6940	2774.5044	464.6717	2403.8103
218.8464	2809.9988	464.8480	2402.6169
218.9988	2799.7092	465.2688	2401.4402
219.1512	2722.4961	464.7914	2400.2644
219.3036	2690.0039	464.1443	2399.0847
219.4560	2721.4392	463.8109	2397.9080
219.6084	2735.0085	463.0936	2396.7214
219.7608	2805.7537	462.9825	2395.5330
219.9132	2834.9912	462.7956	2394.3455
220.0656	2763.3716	462.6429	2393.1580
220.2180	2735.0000	462.5047	2391.9812
220.3704	2734.9912	461.6636	2390.7966
220.5228	2661.9968	461.1737	2389.6062
220.6752	2635.0117	460.8445	2388.4128
220.8276	2731.1345	460.6997	2387.2107
220.9800	2809.5645	461.0714	2386.0046
221.1324	2824.9973	461.6750	2384.7996
221.2848	2802.4365	462.3507	2383.5935
221.4372	2795.0015	463.0966	2382.3914
221.5896	2806.3931	463.7140	2381.2009
221.7420	2698.9958	463.9445	2380.0144
221.8944	2665.0051	463.8008	2378.8318
222.0468	2707.5640	463.5293	2377.6492
222.1992	2720.0139	463.1682	2376.4753
222.3516	2833.6150	462.3185	2375.2878
222.5040	2750.7463	462.0070	2374.1111
222.6564	2720.0029	461.0576	2372.9187
222.8088	2743.9070	460.9882	2371.7312
222.9612	2749.9971	460.4718	2370.5349
223.1136	2725.8333	460.4718	2369.3425
223.2660	2638.9978	460.1964	2368.1589
223.4184	2620.0110	459.4704	2366.9753
223.5708	2710.0024	458.5715	2365.7917
223.7232	2730.0024	457.5655	2364.5886
223.8756	2750.6880	457.4518	2363.3835
224.0280	2755.0066	457.5199	2362.1765
224.1804	2809.3113	457.5704	2360.9724
224.3328	2798.9683	457.6692	2359.7800
224.4852	2795.0046	456.9761	2358.5828
224.6376	2833.2507	456.6169	2357.3757
224.7900	2839.9905	456.5003	2356.1707
224.9424	2762.7505	456.3997	2354.9646
225.0948	2767.2659	456.3319	2353.7576
225.2472	2769.9983	456.2619	2352.5632
225.3996	2756.9216	455.6074	2351.3669
225.5520	2755.0000	454.7724	2350.1433
225.7044	2755.0022	455.4081	2348.9363
225.8568	2772.7034	455.3421	2347.7292
226.0092	2774.9946	455.1543	2346.5232
226.1616	2730.3118	454.8699	2345.3191
226.3140	2725.0027	454.5355	2344.0935
226.4664	2747.5632	455.2148	2342.8640
226.6188	2754.5352	456.1822	2341.6345
226.7712	2755.0056	457.2965	2340.4226
226.9236	2800.8130	457.6941	2339.2166
227.0760	2804.9956	457.7899	2338.0164
227.2284	2768.0059	457.6221	2336.8093
227.3808	2816.1255	457.6872	2335.6150
227.5332	2819.9927	457.1946	2334.4207
227.6856	2758.9995	456.6654	2333.2146
227.8380	2754.9907	456.5561	2332.0154
227.9904	2679.2014	456.1266	2330.8054
228.1428	2793.8757	456.2372	2329.6003
228.2952	2800.0024	456.1658	2328.3826
228.4476	2819.2031	456.6667	2327.1648
228.6000	2819.9888	457.2149	2325.9597
228.7524	2728.0056	457.2386	2324.7556
228.9048	2773.6877	457.1911	2323.5486
229.0572	2774.9863	457.2415	2322.3376
229.2096	2661.9998	457.5680	2321.1140
229.3620	2660.0061	458.5525	2319.9255
229.5144	2709.5735	457.8852	2318.7244
229.6668	2799.5000	457.7030	2317.5193
229.8192	2800.0029	457.8010	2316.3137
229.9716	2824.5625	457.8853	2315.1355
230.1240	2824.9895	457.9815	2313.9509
230.2764	2739.7495	458.3731	2312.7761
230.4288	2735.0000	458.3507	2311.6072
230.5812	2735.0076	457.9709	2310.4285
230.7336	2797.6260	458.0771	2309.2576
230.8860	2804.9985	457.7007	2308.0818
231.0384	2792.0974	457.6529	2306.9207
231.1908	2693.2478	456.6344	2305.7449
231.3432	2674.9978	456.3985	2304.5671
231.4956	2779.8782	456.2957	2303.3865
231.6480	2804.9915	456.2332	2302.1892
231.8004	2735.6155	457.0619	2301.0046
231.9528	2658.4353	457.3229	2299.8259
232.1052	2639.9917	457.3402	2298.6462
232.2576	2571.6218	457.3401	2297.4832
232.4100	2545.0239	456.4951	2296.3103
232.5624	2740.0093	456.0719	2295.1306
232.7148	2816.6555	455.9669	2293.9646
232.8672	2809.9934	455.0567	2292.7996
233.0196	2756.2461	453.9853	2291.6179
233.1720	2725.0066	453.6866	2290.4216
233.3244	2778.7495	454.1234	2289.2351
233.4768	2774.4338	454.1654	2288.0427
233.6292	2744.9993	454.4449	2286.8523
233.7816	2739.5620	454.6366	2285.6599
233.9340	2735.0000	454.9629	2284.4597
234.0864	2735.0095	455.8404	2283.2615
234.2388	2813.6350	456.6737	2282.0828
234.3912	2894.9880	456.6320	2280.9099
234.5436	2796.9858	456.0986	2279.7234
234.6960	2679.9915	456.3737	2278.5349
234.8484	2610.4971	456.7919	2277.3533
235.0008	2585.5127	456.8863	2276.1726
235.1532	2690.0083	456.9249	2275.0017
235.3056	2758.0144	456.4009	2273.8406
235.4580	2874.9946	455.3175	2272.6804
235.6104	2831.7383	454.0959	2271.5115
235.7628	2735.5288	453.0422	2270.3425
235.9152	2715.0046	451.9838	2269.1658
236.0676	2752.8870	451.1748	2267.9734
236.2200	2849.9980	450.9525	2266.7761
236.3724	2833.9937	451.0724	2265.5886
236.5248	2781.5767	450.6405	2264.3953
236.6772	2770.0000	450.4193	2263.2117
236.8296	2770.9692	449.7626	2262.0115
236.9820	2775.0012	449.8877	2260.8083
237.1344	2785.3188	450.0808	2259.6082
237.2868	2837.8892	450.2477	2258.4031
237.4392	2824.9985	450.6434	2257.1814
237.5916	2813.3621	451.9959	2255.9685
237.7440	2707.9287	452.9865	2254.7605
237.8964	2635.0005	454.0955	2253.5652
238.0488	2638.9463	454.4980	2252.3816
238.2012	2710.0002	454.3924	2251.2078
238.3536	2711.1328	453.7494	2250.0417
238.5060	2774.9958	452.4550	2248.8633
238.6584	2740.6250	451.7891	2247.6843
238.8108	2740.0063	451.0300	2246.5232
238.9632	2792.1252	449.2752	2245.3279
239.1156	2794.9900	448.9862	2244.1267
239.2680	2712.8850	449.0196	2242.9353
239.4204	2794.5012	448.5346	2241.7458
239.5728	2804.9954	447.9035	2240.5593
239.7252	2766.3118	446.9522	2239.3650
239.8776	2760.0000	446.3492	2238.1648
240.0300	2759.9976	445.9883	2236.9431
240.1824	2739.8433	446.5755	2235.7400
240.3348	2735.0095	446.4781	2234.5349
240.4872	2812.1277	446.3701	2233.3357
240.6396	2834.9775	445.8991	2232.1365
240.7920	2650.7385	445.4288	2230.9333
240.9444	2556.2173	444.9573	2229.7332
241.0968	2545.0271	444.4025	2228.5349
241.2492	2767.5125	443.6005	2227.3474
241.4016	2870.0007	442.2385	2226.1511
241.5540	2876.4775	441.0479	2224.9500
241.7064	2756.7412	439.9478	2223.7214
241.8588	2684.9919	440.0824	2222.4910
242.0112	2619.3855	440.3739	2221.2683
242.1636	2705.2615	440.3013	2220.0330
242.3160	2799.9976	440.8897	2218.7986
242.4684	2780.9668	441.4060	2217.5769
242.6208	2765.0022	441.4837	2216.3669
242.7732	2782.8154	440.9550	2215.1550
242.9256	2807.3760	440.3886	2213.9343
243.0780	2814.9951	440.2160	2212.7185
243.2304	2773.9980	439.7371	2211.4988
243.3828	2757.8801	439.4201	2210.2683
243.5352	2799.9961	439.6348	2209.0310
243.6876	2767.7441	440.2242	2207.7947
243.8400	2719.9971	440.7975	2206.5730
243.9924	2696.0566	440.8054	2205.3503
244.1448	2647.9829	440.8078	2204.1199
244.2972	2635.0081	441.1017	2202.8835
244.4496	2701.2693	441.8035	2201.6560
244.6020	2859.8794	442.1602	2200.4412
244.7544	2894.9961	442.0254	2199.2410
244.9068	2862.1138	441.0729	2198.0349
245.0592	2769.9983	440.2499	2196.8113
245.2116	2756.3093	440.1656	2195.5837
245.3640	2730.0093	440.3051	2194.3435
245.5164	2805.0005	441.1044	2193.1169
245.6688	2808.5176	441.2647	2191.8835
245.8212	2824.9990	441.9144	2190.6697
245.9736	2817.9321	441.6490	2189.4421
246.1260	2773.1509	441.9077	2188.2292
246.2784	2760.0002	441.5722	2187.0046
246.4308	2762.1890	441.7384	2185.7849
246.5832	2775.1091	441.8396	2184.5623
246.7356	2645.0005	441.9170	2183.3611
246.8880	2649.6404	440.9573	2182.1599
247.0404	2775.0000	439.8608	2180.9578
247.1928	2774.9946	438.6375	2179.7349
247.3452	2730.8210	438.3679	2178.4753
247.4976	2800.0000	438.0271	2177.2009
247.6500	2799.1533	438.4632	2175.9197
247.8024	2775.6736	439.2141	2174.6550
247.9548	2790.0002	439.2931	2173.3962
248.1072	2791.3459	439.1141	2172.1375
248.2596	2809.9998	438.8367	2170.8796
248.4120	2807.7471	438.5241	2169.6208
248.5644	2784.4917	438.2101	2168.3611
248.7168	2780.0002	437.8368	2167.1013
248.8692	2781.2417	437.5022	2165.8357
249.0216	2777.2400	437.3723	2164.5613
249.1740	2695.0005	437.6633	2163.2908
249.3264	2699.7219	437.7686	2162.0242
249.4788	2725.0005	437.8297	2160.7673
249.6312	2728.5955	437.2926	2159.5193
249.7836	2742.1235	436.2079	2158.2703
249.9360	2730.0022	435.0829	2157.0066
250.0884	2747.1338	434.4915	2155.7234
250.2408	2819.0039	434.7830	2154.4402
250.3932	2849.9963	435.1761	2153.1677
250.5456	2820.3640	434.9865	2151.9050
250.6980	2730.0027	434.4204	2150.6238
250.8504	2752.8811	434.6106	2149.3425
251.0028	2803.7466	434.8583	2148.0613
251.1552	2774.9988	435.1309	2146.7800
251.3076	2765.8762	435.3787	2145.5037
251.4600	2774.8831	435.5253	2144.2292
251.6124	2839.9988	435.5705	2142.9578
251.7648	2829.9038	435.3798	2141.6697
251.9172	2809.9971	436.0892	2140.3738
252.0696	2786.6184	437.2517	2139.0935
252.2220	2731.9973	437.8726	2137.8181
252.3744	2710.0010	438.1813	2136.5505
252.5268	2717.8816	438.2756	2135.2810
252.6792	2772.5076	438.3916	2134.0261
252.8316	2834.9954	437.8673	2132.7683
252.9840	2796.6187	437.3867	2131.5193
253.1364	2744.9968	436.4413	2130.2644
253.2888	2718.0654	435.6698	2129.0154
253.4412	2742.6333	434.4375	2127.7556
253.5936	2810.0071	433.4637	2126.4744
253.7460	2867.9971	433.5651	2125.1921
253.8984	2843.4893	433.6561	2123.9128
254.0508	2754.9934	433.7602	2122.6306
254.2032	2700.7439	433.8661	2121.3367
254.3556	2650.0056	434.5591	2120.0564
254.5080	2695.8918	434.7263	2118.7976
254.6604	2834.2598	433.8910	2117.5378
254.8128	2914.9829	432.9088	2116.2664
254.9652	2774.4912	432.4287	2114.9812
255.1176	2702.1277	432.5201	2113.6882
255.2700	2725.0095	433.0464	2112.3992
255.4224	2803.8760	433.3666	2111.1179
255.5748	2811.7468	433.4519	2109.8357
255.7272	2785.0005	433.5724	2108.5544
255.8796	2788.2034	433.6856	2107.2869
256.0320	2790.0017	433.0611	2106.0291
256.1844	2803.2639	431.9348	2104.7693
256.3368	2789.7800	430.6823	2103.4949
256.4892	2779.9971	430.0103	2102.2136
256.6416	2755.6272	429.6174	2100.9167
256.7940	2773.3140	429.9038	2099.6111
256.9464	2785.0059	430.5783	2098.3083
257.0988	2832.5022	431.2963	2097.0027
257.2512	2849.9990	432.1422	2095.7166
257.4036	2842.4587	432.3202	2094.4167
257.5560	2759.8721	433.0661	2093.1306
257.7084	2734.9990	433.3719	2091.8474
257.8608	2727.1423	433.4526	2090.5662
258.0132	2740.9536	433.5394	2089.2820
258.1656	2744.9971	433.6583	2088.0203
258.3180	2720.3682	432.8409	2086.7615
258.4704	2665.1238	431.7075	2085.4851
258.6228	2655.0073	431.3313	2084.2029
258.7752	2714.7512	431.1078	2082.9070
258.9276	2725.0225	431.5836	2081.6345
259.0800	2908.9868	430.8228	2080.3748
259.2324	2801.8730	429.4608	2079.0964
259.3848	2785.0061	428.8482	2077.8171
259.5372	2835.0693	428.2024	2076.5134
259.6896	2890.6255	428.5182	2075.2087
259.8420	2894.9861	428.9608	2073.9138
259.9944	2781.7493	429.0174	2072.6228
260.1468	2774.9983	429.0499	2071.3201
260.2992	2760.5244	429.4547	2070.0164
260.4516	2833.3127	430.0044	2068.7107
260.6040	2834.9915	430.7294	2067.4285
260.7564	2765.0017	430.4841	2066.1682
260.9088	2779.8142	429.0225	2064.9177
261.0612	2779.9995	428.3957	2063.6716
261.2136	2775.1917	427.4818	2062.4353
261.3660	2841.5005	426.0103	2061.1687
261.5184	2845.0034	425.7528	2059.9099
261.6708	2872.7815	425.0251	2058.6335
261.8232	2874.9951	425.1173	2057.3494
261.9756	2834.4336	425.5101	2056.0691
262.1280	2803.3433	425.8740	2054.8142
262.2804	2800.0046	425.0460	2053.5427
262.4328	2838.8660	424.8362	2052.2712
262.5852	2764.1233	424.7037	2050.9939
262.7376	2750.0061	424.7860	2049.7224
262.8900	2799.6238	424.5316	2048.4509
263.0424	2789.6245	424.3591	2047.1718
263.1948	2785.0020	424.4475	2045.8846
263.3472	2800.7903	424.9335	2044.6083
263.4996	2746.6855	424.9917	2043.3348
263.6520	2729.9995	424.9375	2042.0614
263.8044	2726.2400	424.8683	2040.7870
263.9568	2773.1895	424.8187	2039.5116
264.1092	2790.0000	424.7394	2038.2382
264.2616	2790.0000	424.6536	2036.9647
264.4140	2790.0022	424.5290	2035.6757
264.5664	2807.2869	425.1104	2034.3788
264.7188	2852.3147	426.0878	2033.1014
264.8712	2869.9937	426.4793	2031.8251
265.0236	2817.6255	426.6371	2030.5536
265.1760	2822.0647	426.8182	2029.2655
265.3284	2839.9971	427.6797	2027.9823
265.4808	2815.3105	428.3854	2026.7079
265.6332	2800.0000	428.7822	2025.4354
265.7856	2800.0032	429.2263	2024.1620
265.9380	2826.1238	429.7473	2022.8885
266.0904	2816.5598	430.3640	2021.6122
266.2428	2794.9924	431.0902	2020.3514
266.3952	2732.4937	431.3182	2019.1005
266.5476	2680.0103	431.1032	2017.8495
266.7000	2763.0010	430.8304	2016.5868
266.8524	2771.7419	431.0439	2015.3143
267.0048	2704.9880	431.8302	2014.0604
267.1572	2606.2583	431.6944	2012.8212
267.3096	2673.5239	430.9759	2011.5624
267.4620	2870.0000	431.0658	2010.2987
267.6144	2869.9993	431.3270	2009.0438
267.7668	2863.5303	431.2467	2007.7919
267.9192	2854.9958	431.0208	2006.5350
268.0716	2820.3689	430.9692	2005.2802
268.2240	2770.0000	430.9947	2004.0223
268.3764	2770.0044	430.9223	2002.7645
268.5288	2805.1323	430.9869	2001.5116
268.6812	2864.9958	430.7306	2000.2518
268.8336	2830.3748	430.7807	1998.9852
268.9860	2828.2654	431.1780	1997.7274
269.1384	2954.9856	431.2659	1996.4540
269.2908	2837.4695	432.0493	1995.1884
269.4432	2586.8472	432.6511	1993.9384
269.5956	2615.0039	432.5883	1992.6844
269.7480	2647.6357	432.5445	1991.4393
269.9004	2735.0010	432.1812	1990.2118
270.0528	2742.4072	430.9525	1988.9813
270.2052	2750.9319	429.6012	1987.7421
270.3576	2705.0046	428.5137	1986.4686
270.5100	2743.7656	428.9019	1985.1952
270.6624	2871.2407	429.3710	1983.9266
270.8148	2795.0012	429.7352	1982.6737
270.9672	2804.5066	429.3072	1981.4149
271.1196	2858.0051	429.1682	1980.1503
271.2720	2899.9983	429.2756	1978.8983
271.4244	2885.7390	428.7750	1977.6444
271.5768	2795.0007	428.2159	1976.3944
271.7292	2801.6943	427.5141	1975.1415
271.8816	2857.4714	426.8159	1973.8719
272.0340	2879.9976	426.8509	1972.6210
272.1864	2859.2200	426.0115	1971.3651
272.3388	2613.2747	425.1816	1970.0917
272.4912	2814.9993	425.1611	1968.8163
272.6436	2809.2324	425.1116	1967.5223
272.7960	2664.7727	426.0409	1966.2499
272.9484	2850.0000	426.1079	1964.9960
273.1008	2849.9658	425.1833	1963.7239
273.2532	2570.0005	425.0945	1962.4178
273.4056	2573.2659	425.0437	1961.0897
273.5580	2702.5222	425.9791	1959.7821
273.7104	2884.9995	426.0999	1958.4774
273.8628	2881.6812	426.1412	1957.1903
274.0152	2830.2432	425.2041	1955.8876
274.1676	2775.0010	425.0471	1954.5975
274.3200	2782.3823	424.1311	1953.2733
274.4724	2842.6072	424.8369	1951.9667
274.6248	2825.0017	424.8211	1950.6542
274.7772	2838.1326	424.9174	1949.3495
274.9296	2899.9902	424.7130	1948.0350
275.0820	2820.0010	425.1061	1946.7167
275.2344	2827.3789	425.4844	1945.4100
275.3868	2859.9958	425.5015	1944.1053
275.5392	2824.9875	425.4925	1942.7958
275.6916	2721.9875	425.5148	1941.4921
275.8440	2814.9993	425.5273	1940.1835
275.9964	2809.9849	425.5481	1938.8710
276.1488	2814.8818	425.8164	1937.5526
276.3012	2870.0022	426.3437	1936.2635
276.4536	2887.4368	425.7003	1934.9569
276.6060	2881.3613	425.7245	1933.6464
276.7584	2769.9978	426.0950	1932.3221
276.9108	2751.8760	426.8672	1931.0175
277.0632	2759.7605	427.0862	1929.7069
277.2156	2845.0015	427.3517	1928.3964
277.3680	2857.9714	428.0012	1927.0819
277.5204	2879.9951	428.5904	1925.8036
277.6728	2840.3733	427.7177	1924.5116
277.8252	2827.1333	427.2743	1923.1991
277.9776	2894.9937	427.8401	1921.8983
278.1300	2842.6116	427.9559	1920.5917
278.2824	2732.3687	428.2524	1919.2899
278.4348	2680.0139	428.4285	1917.9940
278.5872	2794.2576	428.2520	1916.7020
278.7396	2856.3669	428.1030	1915.3964
278.8920	2790.0015	428.4203	1914.0780
279.0444	2802.9177	429.3573	1912.7714
279.1968	2896.8840	429.9449	1911.4647
279.3492	2969.9817	430.6182	1910.1600
279.5016	2820.2354	431.2045	1908.8788
279.6540	2700.0076	430.8348	1907.5897
279.8064	2761.0007	430.7903	1906.2811
279.9588	2766.3093	431.5659	1904.9852
280.1112	2740.0149	431.9787	1903.6903
280.2636	2860.9905	432.4356	1902.4003
280.4160	2782.7393	432.6373	1901.1014
280.5684	2695.0056	433.2567	1899.7968
280.7208	2741.2529	434.3759	1898.4901
280.8732	2765.0000	435.6664	1897.2098
281.0256	2764.9983	435.8575	1895.9296
281.1780	2750.9993	436.0376	1894.6512
281.3304	2745.0098	436.2889	1893.3671
281.4828	2824.8809	436.6672	1892.0702
281.6352	2873.5007	437.9500	1890.7938
281.7876	2879.9917	438.1489	1889.5175
281.9400	2811.0142	438.6524	1888.2499
282.0924	2926.5046	438.6402	1886.9872
282.2448	2964.9902	438.3312	1885.7274
282.3972	2884.3726	437.9661	1884.4462
282.5496	2864.9944	438.4447	1883.1737
282.7020	2819.1926	438.7951	1881.9003
282.8544	2860.7512	439.1067	1880.6356
283.0068	2869.9932	438.9903	1879.3729
283.1592	2813.3191	438.7505	1878.1346
283.3116	2867.0010	437.4214	1876.8534
283.4640	2875.0100	437.8203	1875.5721
283.6164	2957.1260	438.5173	1874.3065
283.7688	2964.9736	438.2779	1873.0526
283.9212	2749.2441	437.6659	1871.7977
284.0736	2701.7185	436.7296	1870.5223
284.2260	2700.0149	436.9511	1869.2391
284.3784	2822.2546	437.4868	1867.9794
284.5308	2859.6875	437.0242	1866.7167
284.6832	2859.6790	436.4639	1865.4784
284.8356	2790.0005	434.7451	1864.1923
284.9880	2793.8896	435.0078	1862.9305
285.1404	2913.6841	434.2089	1861.6503
285.2928	2884.9998	434.2982	1860.3876
285.4452	2882.5264	433.4207	1859.1239
285.5976	2843.2410	432.4607	1857.8387
285.7500	2770.0010	432.3768	1856.5585
285.9024	2777.1946	432.1372	1855.2928
286.0548	2835.0012	431.1158	1853.9969
286.2072	2845.9453	431.4717	1852.7274
286.3596	2909.0271	430.5665	1851.4462
286.5120	2874.9951	430.0489	1850.1757
286.6644	2834.4822	428.8655	1848.8749
286.8168	2687.7722	429.2810	1847.5741
286.9692	2870.0015	429.4288	1846.2792
287.1216	2881.8796	429.3984	1844.9745
287.2740	2919.2476	429.9919	1843.6678
287.4264	2899.9949	430.6551	1842.3612
287.5788	2857.7351	431.3647	1841.0546
287.7312	2735.0049	432.1958	1839.7548
287.8836	2774.5129	432.8559	1838.4628
288.0360	2880.9080	433.1888	1837.1688
288.1884	2894.9980	433.6779	1835.9100
288.3408	2878.9329	432.6409	1834.6444
288.4932	2839.9675	431.6348	1833.3719
288.6456	2830.0029	430.8597	1832.0975
288.7980	2853.5051	430.1847	1830.8114
288.9504	2894.9934	429.8073	1829.5272
289.1028	2840.7441	429.3816	1828.2430
289.2552	2793.1318	428.8584	1826.9413
289.4076	2849.9993	429.1085	1825.6307
289.5600	2843.5801	429.7846	1824.3466
289.7124	2859.2537	429.3185	1823.0546
