HOLE:   984B
LEG:    162
TOP:    87.99
BOTTOM: 503.28


DEPTH   SUMT

87.990	3632.5
88.142	3661.0
88.294	3858.0
88.447	4098.5
88.599	3702.6
88.752	3238.8
88.904	3655.3
89.056	3941.2
89.209	3912.3
89.361	4269.6
89.514	4597.2
89.666	4618.0
89.818	4790.4
89.971	4395.5
90.123	4236.4
90.276	4056.0
90.428	3671.7
90.580	3607.1
90.733	3939.4
90.885	4182.0
91.038	4015.7
91.190	3875.8
91.342	3833.6
91.495	3705.5
91.647	3405.3
91.800	3062.8
91.952	2691.8
92.104	2483.4
92.257	2372.3
92.409	2357.9
92.562	2435.3
92.714	2489.1
92.866	2429.0
93.019	2412.2
93.171	2701.9
93.324	2837.4
93.476	3135.5
93.628	3138.7
93.781	3141.3
93.933	3140.1
94.086	2985.8
94.238	2809.6
94.390	3115.6
94.543	2876.4
94.695	2831.7
94.848	2779.4
95.000	3216.1
95.152	3741.9
95.305	3699.5
95.457	3719.2
95.610	3830.0
95.762	4011.2
95.914	4112.8
96.067	4021.9
96.219	3834.9
96.372	3631.7
96.524	3654.1
96.676	3757.1
96.829	3612.7
96.981	3570.3
97.134	3711.5
97.286	3617.5
97.438	3153.2
97.591	2702.5
97.743	2617.2
97.896	2989.3
98.048	2832.8
98.200	2582.9
98.353	2551.4
98.505	2655.0
98.658	2797.5
98.810	2507.5
98.962	2084.3
99.115	2007.0
99.267	2129.5
99.420	2149.7
99.572	2318.7
99.724	2384.0
99.877	2478.2
100.03	2830.8
100.18	3249.6
100.33	3511.8
100.49	3873.2
100.64	3774.7
100.79	3745.8
100.94	3903.5
101.10	4188.9
101.25	4489.4
101.40	4541.2
101.55	4605.9
101.71	4562.3
101.86	4419.8
102.01	4379.6
102.16	4376.4
102.32	3968.6
102.47	3511.6
102.62	3538.3
102.77	3602.7
102.93	3475.1
103.08	3283.7
103.23	3131.7
103.38	3206.5
103.53	3349.4
103.69	2851.2
103.84	2427.1
103.99	2419.4
104.14	2325.3
104.30	2165.0
104.45	2104.8
104.60	2318.2
104.75	2397.4
104.91	2579.6
105.06	2669.3
105.21	2645.2
105.36	2575.1
105.52	2710.0
105.67	2652.1
105.82	2505.2
105.97	2412.3
106.12	2184.7
106.28	2061.0
106.43	2290.0
106.58	2226.4
106.73	2253.2
106.89	2236.7
107.04	2392.9
107.19	2881.7
107.34	3133.6
107.50	2788.8
107.65	2560.0
107.80	2496.0
107.95	2416.3
108.11	2136.6
108.26	1986.7
108.41	2124.6
108.56	2170.7
108.72	2199.0
108.87	2125.6
109.02	2314.9
109.17	2565.4
109.33	2401.6
109.48	1904.7
109.63	1806.4
109.78	1841.0
109.94	1905.4
110.09	1724.4
110.24	1555.2
110.39	1836.7
110.55	2176.8
110.70	2829.4
110.85	3158.4
111.00	3325.6
111.15	3314.7
111.31	3276.7
111.46	3392.0
111.61	3425.1
