HOLE:	984b
LEG:	162
TOP:	119.786003
BOTTOM:	488.441589

DEPTH	RHOB	PEF	DRHO
423.9764	1.7784	4.5270	-0.0200
424.1288	1.7760	4.5793	-0.0245
424.2812	1.7880	4.6126	-0.0198
424.4336	1.7789	4.5055	-0.0332
424.5860	1.7756	4.3342	-0.0325
424.7384	1.7676	4.3113	-0.0329
424.8908	1.7699	4.3431	-0.0267
425.0432	1.7669	4.3293	-0.0271
425.1956	1.7645	4.3683	-0.0303
425.3480	1.7718	4.4445	-0.0307
425.5004	1.7839	4.5124	-0.0253
425.6528	1.7886	4.4436	-0.0233
425.8052	1.7826	4.4120	-0.0237
425.9576	1.7779	4.4626	-0.0282
426.1100	1.7804	4.4471	-0.0252
426.2624	1.7782	4.4354	-0.0283
426.4148	1.7722	4.2932	-0.0297
426.5672	1.7594	4.3539	-0.0346
426.7196	1.7639	4.3734	-0.0278
426.8720	1.7717	4.4753	-0.0201
427.0244	1.7766	4.4358	-0.0191
427.1768	1.7749	4.3721	-0.0210
427.3292	1.7695	4.3641	-0.0294
427.4816	1.7750	4.3791	-0.0268
427.6340	1.7833	4.4085	-0.0188
427.7864	1.7868	4.3863	-0.0147
427.9388	1.7847	4.3266	-0.0132
428.0912	1.7799	4.3417	-0.0147
428.2436	1.7769	4.3738	-0.0136
428.3960	1.7782	4.4055	-0.0104
428.5484	1.7782	4.4401	-0.0123
428.7008	1.7808	4.3850	-0.0129
428.8532	1.7749	4.2982	-0.0186
429.0056	1.7579	4.2158	-0.0183
429.1580	1.7403	4.1254	-0.0174
429.3104	1.7270	4.1183	-0.0128
429.4628	1.7188	4.0293	-0.0101
429.6152	1.7099	4.0575	-0.0091
429.7676	1.7047	4.0443	-0.0105
429.9200	1.7101	4.1311	-0.0128
430.0724	1.7172	4.2550	-0.0158
430.2248	1.7400	4.3629	-0.0186
430.3772	1.7681	4.5266	-0.0223
430.5296	1.7976	4.5893	-0.0304
430.6820	1.8128	4.6026	-0.0350
430.8344	1.8065	4.5277	-0.0391
430.9868	1.7986	4.5011	-0.0360
431.1392	1.7828	4.5280	-0.0351
431.2916	1.7792	4.5595	-0.0316
431.4440	1.7752	4.5141	-0.0288
431.5964	1.7721	4.5675	-0.0299
431.7488	1.7736	4.5397	-0.0311
431.9012	1.7750	4.5199	-0.0321
432.0536	1.7846	4.4396	-0.0278
432.2060	1.7879	4.4280	-0.0229
432.3584	1.7908	4.4419	-0.0211
432.5108	1.7841	4.4323	-0.0204
432.6632	1.7811	4.4888	-0.0183
432.8156	1.7813	4.6038	-0.0175
432.9680	1.7870	4.6893	-0.0171
433.1204	1.7870	4.6894	-0.0229
433.2728	1.7849	4.5649	-0.0251
433.4252	1.7781	4.6079	-0.0282
433.5776	1.7819	4.5996	-0.0246
433.7300	1.7838	4.5773	-0.0218
433.8824	1.7902	4.5314	-0.0175
434.0348	1.7862	4.4391	-0.0169
434.1872	1.7860	4.4776	-0.0108
434.3396	1.7827	4.4495	-0.0078
434.4920	1.7802	4.4754	-0.0082
434.6444	1.7755	4.4291	-0.0165
434.7968	1.7682	4.3905	-0.0270
434.9492	1.7641	4.3774	-0.0300
435.1016	1.7699	4.3614	-0.0231
435.2540	1.7699	4.3174	-0.0182
435.4064	1.7618	4.2933	-0.0177
435.5588	1.7500	4.3542	-0.0210
435.7112	1.7455	4.3986	-0.0203
435.8636	1.7458	4.4400	-0.0173
436.0160	1.7429	4.4043	-0.0185
436.1684	1.7422	4.3808	-0.0190
436.3208	1.7441	4.3943	-0.0207
436.4732	1.7457	4.4255	-0.0190
436.6256	1.7458	4.5006	-0.0203
436.7780	1.7473	4.4764	-0.0205
436.9304	1.7466	4.4632	-0.0206
437.0828	1.7453	4.4527	-0.0212
437.2352	1.7378	4.5173	-0.0277
437.3876	1.7400	4.6349	-0.0294
437.5400	1.7506	4.7489	-0.0311
437.6924	1.7678	4.8209	-0.0288
437.8448	1.7728	4.7058	-0.0304
437.9972	1.7686	4.5298	-0.0294
438.1496	1.7627	4.4801	-0.0335
438.3020	1.7692	4.5996	-0.0342
438.4544	1.7727	4.7691	-0.0387
438.6068	1.7850	4.7650	-0.0355
438.7592	1.7915	4.7425	-0.0369
438.9116	1.7988	4.6807	-0.0374
439.0640	1.7933	4.6811	-0.0414
439.2164	1.7944	4.6180	-0.0376
439.3688	1.7985	4.6192	-0.0342
439.5212	1.8089	4.6172	-0.0297
439.6736	1.8108	4.6185	-0.0343
439.8260	1.8173	4.6613	-0.0285
439.9784	1.8160	4.6411	-0.0270
440.1308	1.8154	4.6560	-0.0234
440.2832	1.8123	4.5403	-0.0271
440.4356	1.8126	4.5533	-0.0261
440.5880	1.8125	4.5613	-0.0277
440.7404	1.8135	4.6574	-0.0244
440.8928	1.8160	4.7005	-0.0217
441.0452	1.8192	4.7023	-0.0165
441.1976	1.8173	4.6717	-0.0181
441.3500	1.8095	4.6373	-0.0243
441.5024	1.8066	4.5552	-0.0284
441.6548	1.8001	4.5539	-0.0350
441.8072	1.8065	4.5112	-0.0311
441.9596	1.8004	4.5068	-0.0321
442.1120	1.8041	4.5645	-0.0286
442.2644	1.7967	4.5954	-0.0318
442.4168	1.7923	4.6557	-0.0309
442.5692	1.7894	4.5849	-0.0287
442.7216	1.7915	4.5748	-0.0239
442.8740	1.7928	4.5521	-0.0245
443.0264	1.7862	4.5958	-0.0252
443.1788	1.7786	4.6055	-0.0275
443.3312	1.7689	4.5834	-0.0309
443.4836	1.7650	4.4705	-0.0285
443.6360	1.7589	4.4322	-0.0301
443.7884	1.7622	4.3849	-0.0260
443.9408	1.7651	4.4173	-0.0253
444.0932	1.7680	4.3472	-0.0209
444.2456	1.7650	4.4100	-0.0192
444.3980	1.7652	4.4066	-0.0169
444.5504	1.7645	4.4444	-0.0161
444.7028	1.7651	4.4150	-0.0171
444.8552	1.7592	4.4450	-0.0231
445.0076	1.7594	4.4159	-0.0250
445.1600	1.7586	4.4020	-0.0245
445.3124	1.7596	4.3548	-0.0224
445.4648	1.7581	4.4677	-0.0225
445.6172	1.7604	4.4815	-0.0222
445.7696	1.7642	4.4369	-0.0196
445.9220	1.7574	4.4320	-0.0251
446.0744	1.7601	4.4273	-0.0220
446.2268	1.7674	4.4886	-0.0205
446.3792	1.7799	4.3436	-0.0156
446.5316	1.7834	4.3490	-0.0184
446.6840	1.7873	4.3965	-0.0202
446.8364	1.7903	4.5468	-0.0242
446.9888	1.7954	4.6108	-0.0236
447.1412	1.7908	4.5554	-0.0254
447.2936	1.7842	4.4735	-0.0255
447.4460	1.7762	4.3698	-0.0264
447.5984	1.7777	4.3489	-0.0218
447.7508	1.7789	4.3417	-0.0188
447.9032	1.7776	4.4017	-0.0199
448.0556	1.7687	4.4134	-0.0253
448.2080	1.7617	4.3827	-0.0296
448.3604	1.7462	4.3247	-0.0321
448.5128	1.7341	4.2653	-0.0333
448.6652	1.7337	4.2394	-0.0264
448.8176	1.7315	4.1688	-0.0250
448.9700	1.7262	4.1351	-0.0228
449.1224	1.7207	4.1267	-0.0202
449.2748	1.7194	4.1186	-0.0159
449.4272	1.7171	4.1771	-0.0157
449.5796	1.7087	4.2736	-0.0215
449.7320	1.7038	4.2993	-0.0242
449.8844	1.7155	4.3551	-0.0258
450.0368	1.7336	4.3234	-0.0285
450.1892	1.7512	4.4175	-0.0322
450.3416	1.7629	4.4372	-0.0308
450.4940	1.7607	4.4826	-0.0331
450.6464	1.7707	4.5569	-0.0283
450.7988	1.7694	4.6642	-0.0287
450.9512	1.7805	4.8115	-0.0281
451.1036	1.7808	4.7834	-0.0341
451.2560	1.7852	4.7352	-0.0386
451.4084	1.7932	4.6023	-0.0335
451.5608	1.8006	4.6117	-0.0308
451.7132	1.7985	4.5258	-0.0329
451.8656	1.7880	4.4940	-0.0393
452.0180	1.7869	4.4628	-0.0387
452.1704	1.7897	4.5943	-0.0369
452.3228	1.7856	4.6379	-0.0362
452.4752	1.7870	4.7195	-0.0295
452.6276	1.7890	4.6532	-0.0239
452.7800	1.7925	4.5583	-0.0176
452.9324	1.7826	4.5216	-0.0213
453.0848	1.7748	4.4438	-0.0229
453.2372	1.7663	4.5141	-0.0262
453.3896	1.7629	4.4489	-0.0265
453.5420	1.7496	4.5202	-0.0332
453.6944	1.7459	4.5211	-0.0337
453.8468	1.7431	4.4958	-0.0323
453.9992	1.7442	4.3855	-0.0259
454.1516	1.7409	4.3340	-0.0219
454.3040	1.7349	4.2249	-0.0237
454.4564	1.7342	4.1040	-0.0200
454.6088	1.7176	3.9893	-0.0221
454.7612	1.7049	4.0350	-0.0176
454.9136	1.6924	4.0722	-0.0152
455.0660	1.6938	4.0959	-0.0098
455.2184	1.7003	4.1182	-0.0111
455.3708	1.7061	4.1809	-0.0161
455.5232	1.7107	4.3480	-0.0277
455.6756	1.7190	4.4563	-0.0320
455.8280	1.7304	4.5048	-0.0290
455.9804	1.7414	4.4924	-0.0229
456.1328	1.7462	4.4278	-0.0216
456.2852	1.7532	4.4709	-0.0189
456.4376	1.7547	4.3972	-0.0212
456.5900	1.7522	4.3518	-0.0192
456.7424	1.7392	4.1953	-0.0239
456.8948	1.7259	4.1236	-0.0219
457.0472	1.7118	4.1019	-0.0242
457.1996	1.7054	4.1835	-0.0252
457.3520	1.7060	4.2215	-0.0218
457.5044	1.7050	4.2729	-0.0233
457.6568	1.7082	4.3282	-0.0216
457.8092	1.7078	4.4561	-0.0271
457.9616	1.7314	4.5343	-0.0219
458.1140	1.7466	4.5705	-0.0274
458.2664	1.7653	4.5669	-0.0294
458.4188	1.7587	4.6200	-0.0379
458.5712	1.7742	4.6474	-0.0342
458.7236	1.7923	4.7149	-0.0320
458.8760	1.8135	4.7053	-0.0282
459.0284	1.8133	4.7425	-0.0306
459.1808	1.8052	4.7344	-0.0329
459.3332	1.7964	4.7327	-0.0356
459.4856	1.7925	4.7053	-0.0330
459.6380	1.7836	4.6166	-0.0349
459.7904	1.7788	4.5451	-0.0315
459.9428	1.7742	4.5041	-0.0270
460.0952	1.7671	4.4391	-0.0251
460.2476	1.7470	4.4012	-0.0268
460.4000	1.7298	4.3043	-0.0298
460.5524	1.7210	4.3751	-0.0274
460.7048	1.7210	4.3624	-0.0256
460.8572	1.7164	4.3828	-0.0268
461.0096	1.7224	4.3280	-0.0230
461.1620	1.7259	4.3025	-0.0226
461.3144	1.7303	4.3644	-0.0233
461.4668	1.7346	4.3445	-0.0261
461.6192	1.7488	4.4331	-0.0277
461.7716	1.7711	4.4442	-0.0268
461.9240	1.7786	4.5501	-0.0332
462.0764	1.7783	4.5236	-0.0354
462.2288	1.7716	4.5821	-0.0360
462.3812	1.7732	4.5757	-0.0310
462.5336	1.7686	4.6159	-0.0314
462.6860	1.7628	4.5411	-0.0344
462.8384	1.7560	4.4893	-0.0368
462.9908	1.7550	4.4431	-0.0373
463.1432	1.7562	4.4826	-0.0386
463.2956	1.7591	4.5634	-0.0386
463.4480	1.7622	4.5800	-0.0353
463.6004	1.7632	4.5178	-0.0313
463.7528	1.7660	4.4262	-0.0264
463.9052	1.7696	4.4526	-0.0262
464.0576	1.7728	4.5347	-0.0267
464.2100	1.7783	4.6505	-0.0297
464.3624	1.7745	4.6313	-0.0365
464.5148	1.7754	4.6485	-0.0386
464.6672	1.7684	4.6121	-0.0409
464.8196	1.7689	4.6480	-0.0362
464.9720	1.7708	4.6007	-0.0342
465.1244	1.7740	4.6136	-0.0319
465.2768	1.7781	4.6127	-0.0292
465.4292	1.7794	4.6349	-0.0272
465.5816	1.7835	4.6233	-0.0278
465.7340	1.7865	4.7057	-0.0317
465.8864	1.7901	4.7648	-0.0345
466.0388	1.7871	4.8002	-0.0379
466.1912	1.7881	4.7947	-0.0350
466.3436	1.7874	4.7472	-0.0348
466.4960	1.7881	4.7101	-0.0316
466.6484	1.7838	4.5363	-0.0331
466.8008	1.7802	4.4444	-0.0336
466.9532	1.7827	4.3226	-0.0297
467.1056	1.7817	4.3495	-0.0264
467.2580	1.7802	4.3892	-0.0243
467.4104	1.7714	4.4516	-0.0290
467.5628	1.7672	4.5107	-0.0326
467.7152	1.7674	4.5345	-0.0336
467.8676	1.7753	4.5966	-0.0350
468.0200	1.7785	4.5249	-0.0382
468.1724	1.7768	4.4418	-0.0442
468.3248	1.7782	4.4048	-0.0425
468.4772	1.7843	4.4634	-0.0422
468.6296	1.7912	4.5429	-0.0384
468.7820	1.7873	4.6007	-0.0408
468.9344	1.7836	4.5399	-0.0393
469.0868	1.7759	4.4640	-0.0410
469.2392	1.7712	4.3641	-0.0438
469.3916	1.7762	4.4140	-0.0390
469.5440	1.7774	4.4569	-0.0378
469.6964	1.7793	4.4588	-0.0348
469.8488	1.7723	4.3813	-0.0388
470.0012	1.7650	4.3231	-0.0368
470.1536	1.7604	4.3633	-0.0316
470.3060	1.7535	4.3283	-0.0290
470.4584	1.7549	4.3616	-0.0269
470.6108	1.7532	4.3704	-0.0298
470.7632	1.7562	4.4487	-0.0292
470.9156	1.7554	4.5194	-0.0328
471.0680	1.7548	4.4865	-0.0336
471.2204	1.7492	4.4131	-0.0363
471.3728	1.7475	4.1852	-0.0341
471.5252	1.7254	4.0850	-0.0357
471.6776	1.7059	4.0450	-0.0314
471.8300	1.6804	4.1619	-0.0326
471.9824	1.6839	4.2294	-0.0260
472.1348	1.7150	4.3832	-0.0240
472.2872	1.7531	4.5301	-0.0226
472.4396	1.7903	4.6210	-0.0246
472.5920	1.7902	4.6188	-0.0335
472.7444	1.7943	4.4743	-0.0328
472.8968	1.7935	4.4684	-0.0293
473.0492	1.7973	4.4359	-0.0217
473.2016	1.7848	4.4952	-0.0264
473.3540	1.7639	4.4939	-0.0356
473.5064	1.7519	4.5454	-0.0383
473.6588	1.7603	4.5849	-0.0342
473.8112	1.7711	4.6606	-0.0331
473.9636	1.7793	4.7468	-0.0359
474.1160	1.7810	4.8104	-0.0393
474.2684	1.7934	4.8847	-0.0366
474.4208	1.7991	4.8277	-0.0379
474.5732	1.8034	4.7778	-0.0357
474.7256	1.7866	4.5553	-0.0374
474.8780	1.7737	4.4162	-0.0385
475.0304	1.7611	4.4128	-0.0421
475.1828	1.7647	4.5156	-0.0438
475.3352	1.7669	4.6063	-0.0447
475.4876	1.7728	4.5628	-0.0396
475.6400	1.7790	4.5144	-0.0327
475.7924	1.7780	4.5561	-0.0264
475.9448	1.7636	4.4691	-0.0303
476.0972	1.7462	4.3851	-0.0328
476.2496	1.7328	4.2275	-0.0328
476.4020	1.7260	4.1761	-0.0260
476.5544	1.7204	4.1884	-0.0219
476.7068	1.7160	4.1577	-0.0219
476.8592	1.7166	4.2371	-0.0219
477.0116	1.7182	4.2871	-0.0294
477.1640	1.7246	4.4936	-0.0318
477.3164	1.7334	4.5941	-0.0326
477.4688	1.7421	4.7162	-0.0301
477.6212	1.7499	4.6969	-0.0295
477.7736	1.7503	4.7489	-0.0332
477.9260	1.7503	4.6812	-0.0324
478.0784	1.7493	4.6960	-0.0329
478.2308	1.7542	4.6390	-0.0311
478.3832	1.7547	4.6510	-0.0330
478.5356	1.7641	4.5702	-0.0204
478.6880	1.7644	4.4883	-0.0101
478.8404	1.7785	4.4107	0.0077
478.9928	1.7794	4.3891	0.0028
479.1452	1.7797	4.4827	-0.0074
479.2976	1.7750	4.6059	-0.0212
479.4500	1.7911	4.7772	-0.0225
479.6024	1.8028	4.7898	-0.0291
479.7548	1.8084	4.8068	-0.0372
479.9072	1.8037	4.7916	-0.0439
480.0596	1.8080	4.8290	-0.0404
480.2120	1.8128	4.8726	-0.0367
480.3644	1.8146	4.8819	-0.0325
480.5168	1.8161	4.8458	-0.0315
480.6692	1.8142	4.8151	-0.0323
480.8216	1.8128	4.7923	-0.0321
480.9740	1.7969	4.8462	-0.0315
481.1264	1.7957	4.8834	-0.0319
481.2788	1.7902	4.9647	-0.0364
481.4312	1.7997	4.9401	-0.0394
481.5836	1.7897	4.8960	-0.0436
481.7360	1.7880	4.9118	-0.0387
481.8884	1.7796	4.8965	-0.0358
482.0408	1.7767	4.9319	-0.0286
482.1932	1.7667	4.8252	-0.0313
482.3456	1.7537	4.7189	-0.0337
482.4980	1.7377	4.6421	-0.0334
482.6504	1.7266	4.5428	-0.0280
482.8028	1.7230	4.4613	-0.0209
482.9552	1.7280	4.3356	-0.0189
483.1076	1.7297	4.3214	-0.0207
483.2600	1.7351	4.3320	-0.0231
483.4124	1.7399	4.3913	-0.0246
483.5648	1.7515	4.5191	-0.0238
483.7172	1.7539	4.7381	-0.0287
483.8696	1.7586	4.8476	-0.0354
484.0220	1.7552	4.7623	-0.0424
484.1744	1.7646	4.6342	-0.0394
484.3268	1.7635	4.5969	-0.0370
484.4792	1.7648	4.6694	-0.0371
484.6316	1.7671	4.6587	-0.0377
484.7840	1.7726	4.6977	-0.0354
484.9364	1.7829	4.5838	-0.0320
485.0888	1.7842	4.6174	-0.0318
485.2412	1.7873	4.6282	-0.0348
485.3936	1.7884	4.7192	-0.0322
485.5460	1.7898	4.7259	-0.0299
485.6984	1.7864	4.7048	-0.0304
485.8508	1.7754	4.6918	-0.0335
486.0032	1.7666	4.6186	-0.0374
486.1556	1.7654	4.5741	-0.0347
486.3080	1.7630	4.5282	-0.0352
486.4604	1.7612	4.5409	-0.0287
486.6128	1.7539	4.4956	-0.0254
486.7652	1.7469	4.4716	-0.0280
486.9176	1.7468	4.4938	-0.0301
487.0700	1.7489	4.5677	-0.0340
487.2224	1.7538	4.7445	-0.0342
487.3748	1.7611	4.8018	-0.0377
487.5272	1.7643	4.8248	-0.0386
487.6796	1.7762	4.6694	-0.0285
487.8320	1.7804	4.6006	-0.0188
487.9844	1.7844	4.5504	-0.0173
488.1368	1.7840	4.6031	-0.0208
488.2892	-999.2500	-999.2500	-999.2500
488.4416	-999.2500	-999.2500	-999.2500
