HOLE:	984b
LEG:	162
TOP:	119.786003
BOTTOM:	488.441589

DEPTH	RHOB	PEF	DRHO
221.4368	1.6319	3.5815	-0.0107
221.5892	1.6343	3.6636	-0.0133
221.7416	1.6443	3.8330	-0.0131
221.8940	1.6575	3.9150	-0.0143
222.0464	1.6685	3.9203	-0.0157
222.1988	1.6686	3.8643	-0.0197
222.3512	1.6669	3.8512	-0.0175
222.5036	1.6636	3.8556	-0.0150
222.6560	1.6678	3.9316	-0.0111
222.8084	1.6679	3.9297	-0.0132
222.9608	1.6701	3.9001	-0.0126
223.1132	1.6651	3.9254	-0.0144
223.2656	1.6606	3.9266	-0.0168
223.4180	1.6526	3.9840	-0.0233
223.5704	1.6508	3.9261	-0.0258
223.7228	1.6471	3.9135	-0.0228
223.8752	1.6472	3.8698	-0.0174
224.0276	1.6435	3.9094	-0.0154
224.1800	1.6522	3.9225	-0.0163
224.3324	1.6611	3.9133	-0.0179
224.4848	1.6694	3.8964	-0.0204
224.6372	1.6752	3.8652	-0.0167
224.7896	1.6779	3.8685	-0.0129
224.9420	1.6751	3.8218	-0.0101
225.0944	1.6649	3.8066	-0.0120
225.2468	1.6485	3.7665	-0.0165
225.3992	1.6426	3.6743	-0.0166
225.5516	1.6285	3.6690	-0.0212
225.7040	1.6305	3.7106	-0.0152
225.8564	1.6297	3.8211	-0.0126
226.0088	1.6393	3.8089	-0.0056
226.1612	1.6426	3.7902	-0.0049
226.3136	1.6427	3.7233	-0.0046
226.4660	1.6381	3.6883	-0.0007
226.6184	1.6328	3.6822	-0.0012
226.7708	1.6341	3.7502	0.0045
226.9232	1.6387	3.7786	0.0052
227.0756	1.6363	3.6915	0.0037
227.2280	1.6256	3.5740	-0.0007
227.3804	1.6079	3.5458	-0.0053
227.5328	1.6045	3.5803	-0.0048
227.6852	1.6123	3.6819	-0.0079
227.8376	1.6244	3.6733	-0.0126
227.9900	1.6238	3.6309	-0.0187
228.1424	1.6097	3.5686	-0.0148
228.2948	1.5962	3.7014	-0.0132
228.4472	1.5938	3.8283	-0.0104
228.5996	1.6087	3.8744	-0.0158
228.7520	1.6295	3.7867	-0.0164
228.9044	1.6483	3.7277	-0.0134
229.0568	1.6399	3.6763	-0.0127
229.2092	1.6294	3.5986	-0.0110
229.3616	1.6229	3.5925	-0.0097
229.5140	1.6329	3.6607	-0.0064
229.6664	1.6695	3.8127	-0.0048
229.8188	1.6975	3.8872	-0.0074
229.9712	1.7080	3.9155	-0.0107
230.1236	1.6993	3.9195	-0.0087
230.2760	1.6934	3.9407	-0.0066
230.4284	1.7073	3.9994	-0.0076
230.5808	1.7108	3.8822	-0.0119
230.7332	1.7192	3.8412	-0.0122
230.8856	1.7165	3.8373	-0.0111
231.0380	1.7242	3.9189	-0.0126
231.1904	1.7262	3.8652	-0.0181
231.3428	1.7296	3.7130	-0.0213
231.4952	1.7196	3.6406	-0.0204
231.6476	1.7166	3.6764	-0.0111
231.8000	1.7004	3.7717	-0.0066
231.9524	1.6932	3.8896	-0.0065
232.1048	1.6816	3.8066	-0.0150
232.2572	1.6904	3.6861	-0.0173
232.4096	1.6792	3.5565	-0.0183
232.5620	1.6637	3.4633	-0.0141
232.7144	1.6412	3.5298	-0.0137
232.8668	1.6365	3.6043	-0.0098
233.0192	1.6426	3.7687	-0.0124
233.1716	1.6555	3.7835	-0.0122
233.3240	1.6651	3.7839	-0.0153
233.4764	1.6576	3.8186	-0.0119
233.6288	1.6535	3.8779	-0.0076
233.7812	1.6527	3.8659	-0.0070
233.9336	1.6578	3.7806	-0.0110
234.0860	1.6545	3.6900	-0.0146
234.2384	1.6563	3.6982	-0.0096
234.3908	1.6577	3.7266	-0.0062
234.5432	1.6634	3.7230	-0.0040
234.6956	1.6612	3.7586	-0.0051
234.8480	1.6543	3.7323	-0.0091
235.0004	1.6447	3.7854	-0.0097
235.1528	1.6401	3.7435	-0.0096
235.3052	1.6390	3.7931	-0.0056
235.4576	1.6346	3.7852	-0.0090
235.6100	1.6267	3.7472	-0.0127
235.7624	1.6262	3.7106	-0.0107
235.9148	1.6297	3.6772	-0.0071
236.0672	1.6286	3.6688	-0.0095
236.2196	1.6290	3.7035	-0.0138
236.3720	1.6337	3.7596	-0.0157
236.5244	1.6537	3.8722	-0.0122
236.6768	1.6685	3.9722	-0.0129
236.8292	1.6802	4.0011	-0.0154
236.9816	1.6777	4.0727	-0.0232
237.1340	1.6815	4.0174	-0.0227
237.2864	1.6848	3.9708	-0.0197
237.4388	1.6875	3.8615	-0.0128
237.5912	1.6911	3.8012	-0.0066
237.7436	1.6918	3.7922	-0.0024
237.8960	1.6985	3.7831	0.0021
238.0484	1.6913	3.7661	-0.0068
238.2008	1.6877	3.7969	-0.0117
238.3532	1.6747	3.8524	-0.0194
238.5056	1.6706	3.8707	-0.0167
238.6580	1.6628	3.8802	-0.0179
238.8104	1.6610	3.8984	-0.0168
238.9628	1.6602	3.8527	-0.0163
239.1152	1.6577	3.7957	-0.0166
239.2676	1.6451	3.6685	-0.0177
239.4200	1.6347	3.6003	-0.0121
239.5724	1.6270	3.6462	-0.0080
239.7248	1.6324	3.7277	-0.0040
239.8772	1.6533	4.0182	-0.0095
240.0296	1.6785	4.1389	-0.0133
240.1820	1.7021	4.1951	-0.0155
240.3344	1.7024	4.1175	-0.0152
240.4868	1.7102	4.0250	-0.0073
240.6392	1.7060	4.0359	-0.0069
240.7916	1.7060	4.0173	-0.0074
240.9440	1.6963	4.0049	-0.0128
241.0964	1.6925	3.9804	-0.0117
241.2488	1.6860	3.9432	-0.0115
241.4012	1.6790	3.9273	-0.0122
241.5536	1.6638	3.9380	-0.0140
241.7060	1.6506	3.8816	-0.0097
241.8584	1.6387	3.8050	-0.0047
242.0108	1.6426	3.7381	0.0006
242.1632	1.6454	3.7698	-0.0008
242.3156	1.6458	3.8703	-0.0063
242.4680	1.6521	3.9064	-0.0085
242.6204	1.6607	3.9168	-0.0091
242.7728	1.6754	3.9025	-0.0055
242.9252	1.6792	3.9369	-0.0069
243.0776	1.6824	3.8895	-0.0074
243.2300	1.6866	3.7618	-0.0058
243.3824	1.6974	3.7578	-0.0038
243.5348	1.7061	3.9336	-0.0061
243.6872	1.7085	4.1744	-0.0142
243.8396	1.7065	4.2324	-0.0200
243.9920	1.7148	4.1582	-0.0192
244.1444	1.7237	4.0095	-0.0189
244.2968	1.7177	3.9552	-0.0236
244.4492	1.7140	3.9440	-0.0193
244.6016	1.7074	4.0072	-0.0166
244.7540	1.7197	4.0979	-0.0120
244.9064	1.7246	4.1492	-0.0167
245.0588	1.7345	4.0464	-0.0158
245.2112	1.7329	3.9299	-0.0160
245.3636	1.7333	3.7550	-0.0148
245.5160	1.7277	3.7685	-0.0182
245.6684	1.7266	3.7220	-0.0188
245.8208	1.7154	3.7238	-0.0196
245.9732	1.6977	3.6983	-0.0159
246.1256	1.6847	3.7356	-0.0145
246.2780	1.6792	3.7804	-0.0153
246.4304	1.6807	3.7636	-0.0210
246.5828	1.6829	3.6514	-0.0200
246.7352	1.6997	3.4692	-0.0053
246.8876	1.7216	3.4324	0.0139
247.0400	1.7326	3.5209	0.0086
247.1924	1.7510	3.6946	0.0093
247.3448	1.7404	3.8084	0.0031
247.4972	1.7227	3.8362	0.0046
247.6496	1.6935	3.9400	-0.0004
247.8020	1.6881	3.9333	-0.0064
247.9544	1.6833	3.7895	-0.0133
248.1068	1.6787	3.6771	-0.0102
248.2592	1.6766	3.6138	-0.0001
248.4116	1.6665	3.7137	0.0061
248.5640	1.6566	3.7311	0.0049
248.7164	1.6450	3.6840	0.0030
248.8688	1.6395	3.5024	0.0054
249.0212	1.6371	3.3162	0.0108
249.1736	1.6439	3.2371	0.0143
249.3260	1.6385	3.4395	0.0046
249.4784	1.6346	3.6829	-0.0074
249.6308	1.6450	3.9125	-0.0162
249.7832	1.6698	3.9014	-0.0136
249.9356	1.6926	3.8742	-0.0116
250.0880	1.6971	3.8592	-0.0076
250.2404	1.6935	3.8653	-0.0096
250.3928	1.6940	3.9131	-0.0090
250.5452	1.6900	3.9577	-0.0135
250.6976	1.6899	3.9534	-0.0097
250.8500	1.6766	3.9776	-0.0098
251.0024	1.6720	3.8698	-0.0008
251.1548	1.6621	3.7964	0.0040
251.3072	1.6511	3.6695	0.0040
251.4596	1.6547	3.6901	0.0107
251.6120	1.6671	3.8517	0.0082
251.7644	1.7021	4.0967	0.0069
251.9168	1.7157	4.2932	-0.0122
252.0692	1.7235	4.1208	-0.0173
252.2216	1.7259	3.9414	-0.0097
252.3740	1.7155	3.9568	-0.0037
252.5264	1.7267	4.0936	-0.0008
252.6788	1.7262	4.2968	-0.0159
252.8312	1.7477	4.2864	-0.0242
252.9836	1.7415	4.3205	-0.0400
253.1360	1.7471	4.3165	-0.0374
253.2884	1.7425	4.2579	-0.0336
253.4408	1.7380	4.2263	-0.0276
253.5932	1.7388	4.2610	-0.0211
253.7456	1.7372	4.3951	-0.0226
253.8980	1.7466	4.4394	-0.0215
254.0504	1.7458	4.4409	-0.0263
254.2028	1.7483	4.3748	-0.0265
254.3552	1.7444	4.3202	-0.0279
254.5076	1.7447	4.1849	-0.0240
254.6600	1.7386	4.1033	-0.0216
254.8124	1.7361	4.0938	-0.0195
254.9648	1.7274	4.1400	-0.0210
255.1172	1.7202	4.1526	-0.0227
255.2696	1.7115	4.1384	-0.0192
255.4220	1.7014	4.1091	-0.0175
255.5744	1.6925	3.9812	-0.0170
255.7268	1.6812	3.8609	-0.0204
255.8792	1.6783	3.8404	-0.0199
256.0316	1.6735	3.8626	-0.0216
256.1840	1.6754	3.9195	-0.0174
256.3364	1.6827	3.8616	-0.0115
256.4888	1.6822	3.8624	-0.0054
256.6412	1.6675	3.7869	-0.0063
256.7936	1.6456	3.8416	-0.0126
256.9460	1.6429	3.8584	-0.0118
257.0984	1.6573	3.9136	-0.0132
257.2508	1.6720	3.9091	-0.0121
257.4032	1.6812	3.9266	-0.0153
257.5556	1.6879	3.9905	-0.0155
257.7080	1.6923	4.0090	-0.0193
257.8604	1.6957	4.0023	-0.0201
258.0128	1.6911	3.9881	-0.0243
258.1652	1.6875	3.9904	-0.0203
258.3176	1.6764	3.9804	-0.0211
258.4700	1.6716	3.9404	-0.0149
258.6224	1.6636	3.8330	-0.0115
258.7748	1.6481	3.7693	-0.0091
258.9272	1.6332	3.7193	-0.0098
259.0796	1.6239	3.7645	-0.0125
259.2320	1.6271	3.7820	-0.0150
259.3844	1.6300	3.7629	-0.0154
259.5368	1.6425	3.7149	-0.0147
259.6892	1.6540	3.7007	-0.0136
259.8416	1.6718	3.7840	-0.0112
259.9940	1.6844	3.8924	-0.0127
260.1464	1.7002	3.9798	-0.0170
260.2988	1.7053	3.9426	-0.0191
260.4512	1.7086	3.8501	-0.0159
260.6036	1.7299	3.7579	-0.0091
260.7560	1.7678	3.8974	-0.0137
260.9084	1.8056	4.1176	-0.0202
261.0608	1.8068	4.3479	-0.0320
261.2132	1.7859	4.3504	-0.0397
261.3656	1.7743	4.2887	-0.0349
261.5180	1.7737	4.2421	-0.0299
261.6704	1.7756	4.2297	-0.0240
261.8228	1.7776	4.1754	-0.0246
261.9752	1.7790	4.1731	-0.0271
262.1276	1.7911	4.1382	-0.0189
262.2800	1.7960	4.2226	-0.0156
262.4324	1.7979	4.2572	-0.0144
262.5848	1.7932	4.2499	-0.0158
262.7372	1.7897	4.1856	-0.0157
262.8896	1.7835	4.2077	-0.0135
263.0420	1.7797	4.2994	-0.0116
263.1944	1.7740	4.3697	-0.0097
263.3468	1.7685	4.1760	-0.0087
263.4992	1.7587	4.0594	-0.0087
263.6516	1.7467	3.9119	-0.0100
263.8040	1.7306	4.0024	-0.0123
263.9564	1.7253	4.0824	-0.0142
264.1088	1.7218	4.1288	-0.0143
264.2612	1.7203	4.1151	-0.0128
264.4136	1.7159	4.0344	-0.0111
264.5660	1.7109	4.0252	-0.0116
264.7184	1.7084	3.9891	-0.0124
264.8708	1.7024	3.9368	-0.0118
265.0232	1.6936	3.9576	-0.0147
265.1756	1.6898	3.9905	-0.0157
265.3280	1.6829	4.0380	-0.0193
265.4804	1.6761	4.0508	-0.0234
265.6328	1.6707	4.0227	-0.0214
265.7852	1.6677	4.0838	-0.0191
265.9376	1.6678	4.0476	-0.0176
266.0900	1.6619	4.1098	-0.0210
266.2424	1.6708	4.0931	-0.0161
266.3948	1.6698	4.0696	-0.0095
266.5472	1.6695	3.9657	-0.0062
266.6996	1.6566	3.9455	-0.0112
266.8520	1.6569	3.9606	-0.0097
267.0044	1.6561	4.0368	-0.0086
267.1568	1.6648	4.0032	-0.0051
267.3092	1.6619	4.0479	-0.0116
267.4616	1.6654	4.0545	-0.0133
267.6140	1.6725	4.1604	-0.0162
267.7664	1.6885	4.2014	-0.0145
267.9188	1.7014	4.2218	-0.0162
268.0712	1.7038	4.2044	-0.0198
268.2236	1.7058	4.2252	-0.0186
268.3760	1.7092	4.2786	-0.0210
268.5284	1.7139	4.3054	-0.0190
268.6808	1.7174	4.3029	-0.0240
268.8332	1.7161	4.2375	-0.0239
268.9856	1.7126	4.2196	-0.0223
269.1380	1.7065	4.2267	-0.0199
269.2904	1.7092	4.2587	-0.0151
269.4428	1.7186	4.3026	-0.0141
269.5952	1.7316	4.3132	-0.0143
269.7476	1.7385	4.2118	-0.0177
269.9000	1.7322	4.0491	-0.0200
270.0524	1.7149	3.9821	-0.0210
270.2048	1.6953	4.0553	-0.0244
270.3572	1.6865	4.1504	-0.0234
270.5096	1.6820	4.1011	-0.0201
270.6620	1.6801	4.1262	-0.0177
270.8144	1.6818	4.1760	-0.0178
270.9668	1.6994	4.2660	-0.0204
271.1192	1.7189	4.2573	-0.0193
271.2716	1.7283	4.1597	-0.0211
271.4240	1.7254	4.0970	-0.0223
271.5764	1.7150	4.0461	-0.0214
271.7288	1.7130	4.0475	-0.0172
271.8812	1.7073	3.9986	-0.0167
272.0336	1.7066	3.9364	-0.0165
272.1860	1.7082	3.9365	-0.0147
272.3384	1.7193	4.0009	-0.0113
272.4908	1.7289	4.0832	-0.0103
272.6432	1.7368	4.1852	-0.0138
272.7956	1.7360	4.2848	-0.0174
272.9480	1.7357	4.3563	-0.0234
273.1004	1.7377	4.3548	-0.0213
273.2528	1.7420	4.3377	-0.0255
273.4052	1.7523	4.3312	-0.0234
273.5576	1.7501	4.3486	-0.0312
273.7100	1.7484	4.3486	-0.0305
273.8624	1.7408	4.4112	-0.0310
274.0148	1.7356	4.3971	-0.0288
274.1672	1.7327	4.3223	-0.0236
274.3196	1.7292	4.1850	-0.0232
274.4720	1.7168	4.0901	-0.0252
274.6244	1.7043	4.0694	-0.0289
274.7768	1.6936	4.0296	-0.0291
274.9292	1.6906	4.0523	-0.0255
275.0816	1.6867	4.0082	-0.0247
275.2340	1.6791	3.9059	-0.0243
275.3864	1.6565	3.7926	-0.0199
275.5388	1.6398	3.7200	-0.0123
275.6912	1.6247	3.7313	-0.0076
275.8436	1.6293	3.7477	-0.0074
275.9960	1.6376	3.8672	-0.0089
276.1484	1.6496	3.9517	-0.0105
276.3008	1.6556	4.0276	-0.0155
276.4532	1.6579	4.0181	-0.0178
276.6056	1.6573	4.0395	-0.0181
276.7580	1.6666	4.0018	-0.0154
276.9104	1.6716	4.0174	-0.0172
277.0628	1.6809	4.0190	-0.0209
277.2152	1.6863	4.0955	-0.0210
277.3676	1.6932	4.0684	-0.0222
277.5200	1.7107	4.1223	-0.0151
277.6724	1.7226	4.1527	-0.0134
277.8248	1.7300	4.1723	-0.0098
277.9772	1.7281	4.2033	-0.0104
278.1296	1.7294	4.2284	-0.0121
278.2820	1.7325	4.3061	-0.0116
278.4344	1.7361	4.3328	-0.0117
278.5868	1.7399	4.3151	-0.0119
278.7392	1.7426	4.3472	-0.0141
278.8916	1.7543	4.3301	-0.0147
279.0440	1.7569	4.4362	-0.0157
279.1964	1.7594	4.4590	-0.0179
279.3488	1.7438	4.4637	-0.0302
279.5012	1.7440	4.3816	-0.0316
279.6536	1.7423	4.4123	-0.0331
279.8060	1.7510	4.4622	-0.0222
279.9584	1.7542	4.5039	-0.0197
280.1108	1.7623	4.4831	-0.0163
280.2632	1.7704	4.4227	-0.0154
280.4156	1.7739	4.3924	-0.0148
280.5680	1.7733	4.3887	-0.0162
280.7204	1.7678	4.4129	-0.0196
280.8728	1.7599	4.4979	-0.0213
281.0252	1.7572	4.4369	-0.0197
281.1776	1.7505	4.3965	-0.0230
281.3300	1.7513	4.2790	-0.0256
281.4824	1.7548	4.2631	-0.0252
281.6348	1.7544	4.1883	-0.0200
281.7872	1.7474	4.1495	-0.0140
281.9396	1.7315	4.1820	-0.0115
282.0920	1.7260	4.2114	-0.0079
282.2444	1.7153	4.2424	-0.0142
282.3968	1.7209	4.2196	-0.0172
282.5492	1.7297	4.2644	-0.0200
282.7016	1.7409	4.1426	-0.0176
282.8540	1.7361	4.0439	-0.0190
283.0064	1.7156	3.9837	-0.0204
283.1588	1.7187	4.0500	-0.0189
283.3112	1.7099	4.0939	-0.0281
283.4636	1.7136	4.1321	-0.0358
283.6160	1.7102	4.2154	-0.0444
283.7684	1.7211	4.2583	-0.0394
283.9208	1.7352	4.2634	-0.0372
284.0732	1.7339	4.2739	-0.0376
284.2256	1.7375	4.2860	-0.0401
284.3780	1.7374	4.3225	-0.0407
284.5304	1.7283	4.2774	-0.0408
284.6828	1.7194	4.2347	-0.0376
284.8352	1.7110	4.1190	-0.0343
284.9876	1.7077	4.1005	-0.0295
285.1400	1.6938	4.0466	-0.0283
285.2924	1.6727	3.9923	-0.0193
285.4448	1.6522	3.8961	-0.0146
285.5972	1.6409	3.8750	-0.0117
285.7496	1.6456	3.9007	-0.0095
285.9020	1.6538	3.8817	-0.0065
286.0544	1.6579	3.8679	-0.0039
286.2068	1.6605	3.8472	-0.0093
286.3592	1.6612	3.9469	-0.0137
286.5116	1.6636	4.0191	-0.0186
286.6640	1.6712	4.1637	-0.0184
286.8164	1.6867	4.1848	-0.0177
286.9688	1.6985	4.1612	-0.0163
287.1212	1.6985	3.9629	-0.0185
287.2736	1.6935	3.8890	-0.0231
287.4260	1.7043	3.8675	-0.0208
287.5784	1.7018	4.0556	-0.0246
287.7308	1.7030	4.2628	-0.0245
287.8832	1.7200	4.4994	-0.0276
288.0356	1.7496	4.5666	-0.0274
288.1880	1.7768	4.5432	-0.0306
288.3404	1.7782	4.5353	-0.0335
288.4928	1.7805	4.4255	-0.0342
288.6452	1.7828	4.3955	-0.0305
288.7976	1.7815	4.4192	-0.0317
288.9500	1.7738	4.5262	-0.0368
289.1024	1.7575	4.4251	-0.0485
289.2548	1.7582	4.3433	-0.0411
289.4072	1.7623	4.2002	-0.0291
289.5596	1.7685	4.2248	-0.0130
289.7120	1.7547	4.1495	-0.0157
289.8644	1.7422	4.2059	-0.0197
290.0168	1.7385	4.2653	-0.0244
290.1692	1.7331	4.3017	-0.0253
290.3216	1.7305	4.3411	-0.0184
290.4740	1.7235	4.3013	-0.0183
290.6264	1.7270	4.3615	-0.0164
290.7788	1.7386	4.3996	-0.0188
290.9312	1.7441	4.3654	-0.0218
291.0836	1.7509	4.3359	-0.0210
291.2360	1.7464	4.2128	-0.0230
291.3884	1.7382	4.2109	-0.0203
291.5408	1.7337	4.1079	-0.0191
291.6932	1.7306	4.1557	-0.0151
291.8456	1.7335	4.1367	-0.0119
291.9980	1.7268	4.1403	-0.0150
292.1504	1.7208	4.0923	-0.0210
292.3028	1.7122	4.0449	-0.0328
292.4552	1.7099	4.0541	-0.0361
292.6076	1.7182	4.0360	-0.0269
292.7600	1.7223	3.8730	-0.0192
292.9124	1.7171	3.8842	-0.0172
293.0648	1.7115	3.8997	-0.0156
293.2172	1.7085	3.9919	-0.0158
293.3696	1.7123	4.0050	-0.0155
293.5220	1.7213	4.0131	-0.0189
293.6744	1.7257	4.1756	-0.0217
293.8268	1.7390	4.2854	-0.0215
293.9792	1.7439	4.3051	-0.0235
294.1316	1.7551	4.2527	-0.0188
294.2840	1.7501	4.2184	-0.0176
294.4364	1.7395	4.2933	-0.0183
294.5888	1.7311	4.3235	-0.0214
294.7412	1.7238	4.2583	-0.0227
294.8936	1.7232	4.1566	-0.0218
295.0460	1.7223	4.1963	-0.0194
295.1984	1.7229	4.2466	-0.0178
295.3508	1.7150	4.1819	-0.0165
295.5032	1.7103	4.0088	-0.0125
295.6556	1.6913	3.8565	-0.0089
295.8080	1.6812	3.8534	-0.0022
295.9604	1.6672	3.8964	0.0014
296.1128	1.6763	4.0035	0.0070
296.2652	1.6996	4.0847	0.0115
296.4176	1.7096	4.1526	0.0037
296.5700	1.7126	3.9908	-0.0048
296.7224	1.7032	3.8603	-0.0133
296.8748	1.6953	3.7729	-0.0099
297.0272	1.6949	3.8636	0.0003
297.1796	1.6929	3.9967	0.0084
297.3320	1.7126	4.1301	0.0129
297.4844	1.7188	4.2411	-0.0004
297.6368	1.7215	4.2656	-0.0140
297.7892	1.7182	4.3171	-0.0268
297.9416	1.7233	4.2413	-0.0311
298.0940	1.7317	4.2623	-0.0316
298.2464	1.7332	4.1874	-0.0336
298.3988	1.7270	4.1895	-0.0329
298.5512	1.7142	4.0851	-0.0325
298.7036	1.7066	4.1169	-0.0252
298.8560	1.7040	4.1501	-0.0217
299.0084	1.7075	4.2628	-0.0170
299.1608	1.7052	4.2098	-0.0219
299.3132	1.7068	4.2392	-0.0197
299.4656	1.7099	4.2164	-0.0214
299.6180	1.7107	4.2443	-0.0220
299.7704	1.7122	4.1699	-0.0210
299.9228	1.7199	4.1775	-0.0153
300.0752	1.7294	4.2222	-0.0137
300.2276	1.7327	4.3412	-0.0204
300.3800	1.7335	4.3523	-0.0311
300.5324	1.7367	4.4256	-0.0331
300.6848	1.7460	4.3234	-0.0296
300.8372	1.7407	4.2232	-0.0314
300.9896	1.7216	4.1053	-0.0290
301.1420	1.7091	4.1280	-0.0249
301.2944	1.6994	4.2056	-0.0215
301.4468	1.7008	4.2906	-0.0236
301.5992	1.7124	4.3473	-0.0188
301.7516	1.7247	4.3463	-0.0171
301.9040	1.7355	4.3458	-0.0172
302.0564	1.7386	4.3386	-0.0232
302.2088	1.7448	4.3707	-0.0217
302.3612	1.7510	4.3030	-0.0174
302.5136	1.7426	4.1048	-0.0146
302.6660	1.7216	3.9492	-0.0147
302.8184	1.7035	3.9115	-0.0148
302.9708	1.6890	4.0877	-0.0191
303.1232	1.6901	4.2854	-0.0246
303.2756	1.7078	4.3745	-0.0244
303.4280	1.7285	4.3007	-0.0195
303.5804	1.7419	4.2146	-0.0169
303.7328	1.7497	4.2054	-0.0162
303.8852	1.7561	4.1659	-0.0176
304.0376	1.7659	4.1089	-0.0163
304.1900	1.7654	4.0996	-0.0180
304.3424	1.7691	4.2244	-0.0180
304.4948	1.7674	4.3675	-0.0194
304.6472	1.7573	4.4141	-0.0254
304.7996	1.7533	4.3882	-0.0261
304.9520	1.7450	4.3848	-0.0293
305.1044	1.7494	4.4162	-0.0266
305.2568	1.7452	4.3898	-0.0277
305.4092	1.7489	4.3545	-0.0246
305.5616	1.7569	4.2224	-0.0252
305.7140	1.7694	4.1925	-0.0255
305.8664	1.7809	4.1210	-0.0274
306.0188	1.7742	4.0845	-0.0277
306.1712	1.7647	4.1733	-0.0259
306.3236	1.7619	4.2621	-0.0207
306.4760	1.7570	4.3285	-0.0203
306.6284	1.7566	4.2915	-0.0230
306.7808	1.7478	4.3354	-0.0318
306.9332	1.7508	4.4227	-0.0323
307.0856	1.7507	4.4001	-0.0340
307.2380	1.7551	4.3253	-0.0306
307.3904	1.7683	4.1498	-0.0203
307.5428	1.7676	4.1539	-0.0156
307.6952	1.7685	4.1981	-0.0102
307.8476	1.7593	4.3736	-0.0197
308.0000	1.7623	4.4543	-0.0238
308.1524	1.7609	4.4409	-0.0295
308.3048	1.7660	4.4489	-0.0231
308.4572	1.7691	4.4583	-0.0229
308.6096	1.7684	4.5710	-0.0308
308.7620	1.7713	4.5744	-0.0352
308.9144	1.7731	4.5778	-0.0353
309.0668	1.7814	4.3876	-0.0276
309.2192	1.7846	4.3632	-0.0226
309.3716	1.7785	4.3482	-0.0213
309.5240	1.7652	4.3626	-0.0239
309.6764	1.7515	4.3552	-0.0300
309.8288	1.7447	4.2465	-0.0365
309.9812	1.7444	4.2621	-0.0389
310.1336	1.7494	4.2465	-0.0340
310.2860	1.7549	4.2036	-0.0253
310.4384	1.7516	4.2012	-0.0214
310.5908	1.7451	4.2072	-0.0216
310.7432	1.7401	4.2680	-0.0295
310.8956	1.7470	4.3006	-0.0299
311.0480	1.7573	4.3135	-0.0297
311.2004	1.7717	4.3823	-0.0230
311.3528	1.7756	4.3975	-0.0243
311.5052	1.7773	4.4170	-0.0252
311.6576	1.7743	4.3695	-0.0271
311.8100	1.7716	4.3079	-0.0285
311.9624	1.7743	4.2782	-0.0275
312.1148	1.7683	4.2533	-0.0286
312.2672	1.7599	4.2151	-0.0287
312.4196	1.7503	4.2160	-0.0298
312.5720	1.7382	4.2425	-0.0310
312.7244	1.7293	4.2427	-0.0297
312.8768	1.7263	4.2282	-0.0241
313.0292	1.7244	4.2091	-0.0188
313.1816	1.7211	4.1710	-0.0156
313.3340	1.7074	4.1334	-0.0182
313.4864	1.7066	4.1358	-0.0167
313.6388	1.7054	4.1883	-0.0172
313.7912	1.7107	4.1443	-0.0144
313.9436	1.7087	4.0621	-0.0148
314.0960	1.7050	4.0688	-0.0132
314.2484	1.6954	4.0510	-0.0160
314.4008	1.6839	4.0933	-0.0189
314.5532	1.6755	4.0851	-0.0262
314.7056	1.6878	4.1561	-0.0218
314.8580	1.6915	4.1929	-0.0248
315.0104	1.7136	4.2229	-0.0202
315.1628	1.7226	4.2603	-0.0278
315.3152	1.7413	4.2817	-0.0289
315.4676	1.7463	4.2100	-0.0328
315.6200	1.7508	4.1050	-0.0256
315.7724	1.7686	4.0367	-0.0082
315.9248	1.7824	4.0863	0.0014
316.0772	1.7892	4.0371	-0.0007
316.2296	1.7885	3.9789	-0.0104
316.3820	1.7864	3.8945	-0.0166
316.5344	1.7851	3.9031	-0.0210
316.6868	1.7787	3.9732	-0.0264
316.8392	1.7809	4.0713	-0.0256
316.9916	1.7764	4.1002	-0.0211
317.1440	1.7730	4.1374	-0.0181
317.2964	1.7717	4.0963	-0.0164
317.4488	1.7764	4.2089	-0.0168
317.6012	1.7799	4.2668	-0.0180
317.7536	1.7681	4.4576	-0.0304
317.9060	1.7711	4.5568	-0.0346
318.0584	1.7812	4.6138	-0.0373
318.2108	1.7948	4.5315	-0.0340
318.3632	1.7973	4.4430	-0.0342
318.5156	1.7840	4.2971	-0.0366
318.6680	1.7725	4.2365	-0.0366
318.8204	1.7624	4.2717	-0.0361
318.9728	1.7659	4.3066	-0.0280
319.1252	1.7645	4.3015	-0.0207
319.2776	1.7693	4.2387	-0.0164
319.4300	1.7680	4.2598	-0.0200
319.5824	1.7679	4.3013	-0.0269
319.7348	1.7614	4.3852	-0.0359
319.8872	1.7604	4.4025	-0.0351
320.0396	1.7553	4.3259	-0.0357
320.1920	1.7541	4.2502	-0.0323
320.3444	1.7527	4.2392	-0.0295
320.4968	1.7511	4.2642	-0.0259
320.6492	1.7428	4.2738	-0.0250
320.8016	1.7344	4.2836	-0.0282
320.9540	1.7261	4.3023	-0.0285
321.1064	1.7190	4.2883	-0.0261
321.2588	1.7083	4.2709	-0.0240
321.4112	1.7005	4.2443	-0.0209
321.5636	1.6945	4.2225	-0.0186
321.7160	1.6980	4.2729	-0.0161
321.8684	1.7091	4.2542	-0.0183
322.0208	1.7214	4.3027	-0.0193
322.1732	1.7213	4.1945	-0.0276
322.3256	1.7176	4.1173	-0.0268
322.4780	1.7159	4.0035	-0.0282
322.6304	1.7198	3.9887	-0.0303
