HOLE:	984b
LEG:	162
TOP:	87.934799
BOTTOM:	497.890808

DEPTH	IDPH	IMPH	SFLU
191.7192	0.5049	0.5281	0.4883
191.8716	0.5056	0.5344	0.5037
192.0240	0.5101	0.5383	0.5030
192.1764	0.5102	0.5395	0.5043
192.3288	0.5088	0.5380	0.4968
192.4812	0.5051	0.5339	0.4810
192.6336	0.4982	0.5277	0.4778
192.7860	0.4960	0.5202	0.4767
192.9384	0.4916	0.5119	0.4716
193.0908	0.4797	0.5034	0.4719
193.2432	0.4765	0.4953	0.4685
193.3956	0.4752	0.4887	0.4477
193.5480	0.4741	0.4854	0.4268
193.7004	0.4747	0.4859	0.4293
193.8528	0.4769	0.4902	0.4365
194.0052	0.4838	0.4974	0.4615
194.1576	0.4857	0.5064	0.4647
194.3100	0.4864	0.5152	0.4751
194.4624	0.4864	0.5208	0.5184
194.6148	0.4863	0.5205	0.5278
194.7672	0.4868	0.5142	0.5068
194.9196	0.4873	0.5047	0.4270
195.0720	0.4884	0.4966	0.4191
195.2244	0.4888	0.4931	0.4262
195.3768	0.4891	0.4959	0.4791
195.5292	0.4914	0.5043	0.5102
195.6816	0.4973	0.5155	0.5103
195.8340	0.4962	0.5253	0.5089
195.9864	0.4975	0.5299	0.4863
196.1388	0.4985	0.5281	0.4844
196.2912	0.4984	0.5218	0.4787
196.4436	0.4986	0.5146	0.4695
196.5960	0.4946	0.5096	0.4554
196.7484	0.4936	0.5080	0.4517
196.9008	0.4934	0.5097	0.4582
197.0532	0.4922	0.5132	0.4850
197.2056	0.4933	0.5168	0.4849
197.3580	0.4942	0.5192	0.4852
197.5104	0.4949	0.5197	0.4763
197.6628	0.4954	0.5187	0.4768
197.8152	0.4959	0.5169	0.4764
197.9676	0.4957	0.5152	0.4747
198.1200	0.4952	0.5140	0.4754
198.2724	0.4935	0.5135	0.4777
198.4248	0.4938	0.5131	0.4806
198.5772	0.4934	0.5125	0.4792
198.7296	0.4912	0.5113	0.4769
198.8820	0.4909	0.5098	0.4785
199.0344	0.4908	0.5083	0.4754
199.1868	0.4906	0.5073	0.4599
199.3392	0.4915	0.5072	0.4620
199.4916	0.4929	0.5081	0.4623
199.6440	0.4931	0.5099	0.4738
199.7964	0.4946	0.5126	0.4756
199.9488	0.4971	0.5157	0.4754
200.1012	0.4982	0.5186	0.4850
200.2536	0.4999	0.5207	0.5060
200.4060	0.5024	0.5215	0.4946
200.5584	0.5050	0.5214	0.5074
200.7108	0.5126	0.5221	0.4889
200.8632	0.5157	0.5257	0.4907
201.0156	0.5176	0.5334	0.4933
201.1680	0.5237	0.5449	0.5144
201.3204	0.5347	0.5579	0.5349
201.4728	0.5366	0.5692	0.5369
201.6252	0.5391	0.5763	0.5492
201.7776	0.5435	0.5788	0.5488
201.9300	0.5429	0.5773	0.5487
202.0824	0.5410	0.5729	0.5405
202.2348	0.5378	0.5667	0.5129
202.3872	0.5326	0.5598	0.5126
202.5396	0.5198	0.5527	0.5104
202.6920	0.5152	0.5456	0.5110
202.8444	0.5100	0.5378	0.4992
202.9968	0.5030	0.5290	0.4912
203.1492	0.5011	0.5201	0.4853
203.3016	0.5001	0.5136	0.4748
203.4540	0.4995	0.5114	0.4704
203.6064	0.4995	0.5138	0.4752
203.7588	0.4999	0.5191	0.4798
203.9112	0.5006	0.5249	0.4871
204.0636	0.5022	0.5290	0.4851
204.2160	0.5051	0.5305	0.4862
204.3684	0.5060	0.5297	0.4855
204.5208	0.5063	0.5278	0.4834
204.6732	0.5067	0.5257	0.4900
204.8256	0.5062	0.5241	0.4905
204.9780	0.5077	0.5237	0.4800
205.1304	0.5088	0.5252	0.4740
205.2828	0.5095	0.5288	0.4918
205.4352	0.5120	0.5338	0.4819
205.5876	0.5183	0.5392	0.4856
205.7400	0.5196	0.5437	0.5061
205.8924	0.5208	0.5467	0.5063
206.0448	0.5206	0.5484	0.5115
206.1972	0.5189	0.5486	0.5107
206.3496	0.5133	0.5460	0.5248
206.5020	0.5109	0.5395	0.4898
206.6544	0.5106	0.5303	0.4706
206.8068	0.5111	0.5219	0.4595
206.9592	0.5114	0.5181	0.4599
207.1116	0.5116	0.5208	0.4699
207.2640	0.5143	0.5289	0.5038
207.4164	0.5215	0.5394	0.5181
207.5688	0.5274	0.5492	0.5212
207.7212	0.5317	0.5570	0.5171
207.8736	0.5388	0.5630	0.5251
208.0260	0.5425	0.5676	0.5267
208.1784	0.5466	0.5710	0.5395
208.3308	0.5472	0.5727	0.5443
208.4832	0.5480	0.5723	0.5479
208.6356	0.5461	0.5699	0.5477
208.7880	0.5428	0.5660	0.5377
208.9404	0.5426	0.5616	0.5258
209.0928	0.5420	0.5576	0.5108
209.2452	0.5400	0.5552	0.5145
209.3976	0.5378	0.5546	0.5142
209.5500	0.5368	0.5555	0.5219
209.7024	0.5348	0.5568	0.5474
209.8548	0.5327	0.5574	0.5485
210.0072	0.5314	0.5565	0.5501
210.1596	0.5300	0.5544	0.5223
210.3120	0.5280	0.5518	0.5102
210.4644	0.5233	0.5491	0.5105
210.6168	0.5194	0.5461	0.5178
210.7692	0.5183	0.5424	0.5081
210.9216	0.5165	0.5384	0.4924
211.0740	0.5162	0.5352	0.4799
211.2264	0.5160	0.5339	0.4900
211.3788	0.5159	0.5350	0.5009
211.5312	0.5163	0.5377	0.5102
211.6836	0.5168	0.5406	0.5105
211.8360	0.5174	0.5424	0.5126
211.9884	0.5171	0.5427	0.5078
212.1408	0.5167	0.5415	0.5063
212.2932	0.5156	0.5395	0.5063
212.4456	0.5152	0.5375	0.4944
212.5980	0.5144	0.5364	0.4927
212.7504	0.5138	0.5366	0.4946
212.9028	0.5115	0.5378	0.4944
213.0552	0.5106	0.5387	0.4965
213.2076	0.5081	0.5380	0.5070
213.3600	0.5056	0.5345	0.4965
213.5124	0.5048	0.5287	0.5022
213.6648	0.5036	0.5222	0.4867
213.8172	0.4997	0.5170	0.4743
213.9696	0.4983	0.5141	0.4736
214.1220	0.4977	0.5134	0.4777
214.2744	0.4968	0.5141	0.4769
214.4268	0.4983	0.5153	0.4780
214.5792	0.4980	0.5166	0.4799
214.7316	0.4977	0.5179	0.4949
214.8840	0.4981	0.5190	0.4975
215.0364	0.4972	0.5194	0.5006
215.1888	0.4973	0.5188	0.5006
215.3412	0.4970	0.5174	0.4765
215.4936	0.4962	0.5158	0.4763
215.6460	0.4949	0.5146	0.4780
215.7984	0.4958	0.5143	0.4756
215.9508	0.4951	0.5146	0.4732
216.1032	0.4950	0.5152	0.4755
216.2556	0.4953	0.5159	0.4746
216.4080	0.4959	0.5169	0.4866
216.5604	0.4994	0.5181	0.4956
216.7128	0.5006	0.5195	0.4946
216.8652	0.5018	0.5210	0.4955
217.0176	0.5035	0.5227	0.4905
217.1700	0.5035	0.5249	0.4910
217.3224	0.5041	0.5270	0.4941
217.4748	0.5041	0.5284	0.4973
217.6272	0.5048	0.5284	0.4889
217.7796	0.5052	0.5274	0.4846
217.9320	0.5073	0.5265	0.4839
218.0844	0.5070	0.5267	0.4942
218.2368	0.5069	0.5276	0.4949
218.3892	0.5057	0.5285	0.4987
218.5416	0.5050	0.5284	0.4950
218.6940	0.5042	0.5272	0.4937
218.8464	0.5018	0.5250	0.4891
218.9988	0.4980	0.5223	0.4883
219.1512	0.4965	0.5193	0.4875
219.3036	0.4906	0.5157	0.4826
219.4560	0.4872	0.5114	0.4811
219.6084	0.4859	0.5066	0.4769
219.7608	0.4838	0.5020	0.4705
219.9132	0.4820	0.4990	0.4578
220.0656	0.4812	0.4981	0.4568
220.2180	0.4798	0.4986	0.4650
220.3704	0.4755	0.4991	0.4725
220.5228	0.4748	0.4982	0.4725
220.6752	0.4744	0.4956	0.4688
220.8276	0.4743	0.4923	0.4485
220.9800	0.4743	0.4893	0.4519
221.1324	0.4745	0.4878	0.4487
221.2848	0.4753	0.4885	0.4657
221.4372	0.4756	0.4915	0.4682
221.5896	0.4768	0.4962	0.4648
221.7420	0.4805	0.5014	0.4669
221.8944	0.4820	0.5059	0.4702
222.0468	0.4829	0.5089	0.4756
222.1992	0.4860	0.5104	0.4764
222.3516	0.4867	0.5107	0.4767
222.5040	0.4869	0.5104	0.4762
222.6564	0.4871	0.5097	0.4780
222.8088	0.4861	0.5088	0.4765
222.9612	0.4856	0.5077	0.4773
223.1136	0.4855	0.5068	0.4729
223.2660	0.4854	0.5061	0.4713
223.4184	0.4838	0.5056	0.4710
223.5708	0.4838	0.5050	0.4748
223.7232	0.4842	0.5046	0.4706
223.8756	0.4850	0.5050	0.4564
224.0280	0.4873	0.5065	0.4576
224.1804	0.4890	0.5091	0.4652
224.3328	0.4893	0.5120	0.4813
224.4852	0.4899	0.5145	0.4822
224.6376	0.4921	0.5161	0.4829
224.7900	0.4925	0.5168	0.4830
224.9424	0.4921	0.5162	0.4854
225.0948	0.4903	0.5140	0.4788
225.2472	0.4883	0.5105	0.4787
225.3996	0.4847	0.5064	0.4775
225.5520	0.4815	0.5023	0.4660
225.7044	0.4812	0.4987	0.4617
225.8568	0.4803	0.4959	0.4608
226.0092	0.4768	0.4940	0.4562
226.1616	0.4755	0.4935	0.4592
226.3140	0.4754	0.4941	0.4649
226.4664	0.4755	0.4957	0.4698
226.6188	0.4780	0.4974	0.4703
226.7712	0.4803	0.4990	0.4699
226.9236	0.4806	0.5004	0.4686
227.0760	0.4810	0.5013	0.4740
227.2284	0.4816	0.5019	0.4716
227.3808	0.4826	0.5020	0.4753
227.5332	0.4834	0.5016	0.4591
227.6856	0.4843	0.5015	0.4550
227.8380	0.4826	0.5019	0.4606
227.9904	0.4831	0.5027	0.4607
228.1428	0.4829	0.5032	0.4791
228.2952	0.4872	0.5034	0.4531
228.4476	0.4884	0.5041	0.4515
228.6000	0.4899	0.5061	0.4650
228.7524	0.4896	0.5097	0.5003
228.9048	0.4909	0.5137	0.5004
229.0572	0.4929	0.5168	0.5025
229.2096	0.4985	0.5188	0.4879
229.3620	0.5029	0.5205	0.4843
229.5144	0.5084	0.5234	0.4726
229.6668	0.5111	0.5284	0.4892
229.8192	0.5130	0.5351	0.5371
229.9716	0.5195	0.5423	0.5391
230.1240	0.5236	0.5491	0.5303
230.2764	0.5296	0.5556	0.5102
230.4288	0.5378	0.5619	0.5231
230.5812	0.5395	0.5676	0.5463
230.7336	0.5412	0.5717	0.5515
230.8860	0.5460	0.5737	0.5460
231.0384	0.5466	0.5742	0.5379
231.1908	0.5469	0.5741	0.5335
231.3432	0.5449	0.5738	0.5437
231.4956	0.5415	0.5724	0.5484
231.6480	0.5399	0.5691	0.5574
231.8004	0.5363	0.5637	0.5058
231.9528	0.5331	0.5574	0.5014
232.1052	0.5301	0.5512	0.5041
232.2576	0.5181	0.5457	0.5106
232.4100	0.5130	0.5401	0.5245
232.5624	0.5088	0.5335	0.5249
232.7148	0.5023	0.5264	0.5089
232.8672	0.4985	0.5196	0.4638
233.0196	0.4925	0.5140	0.4652
233.1720	0.4864	0.5089	0.4831
233.3244	0.4803	0.5034	0.4851
233.4768	0.4782	0.4977	0.4773
233.6292	0.4763	0.4931	0.4470
233.7816	0.4751	0.4913	0.4488
233.9340	0.4741	0.4924	0.4593
234.0864	0.4737	0.4952	0.4677
234.2388	0.4746	0.4981	0.4716
234.3912	0.4742	0.5000	0.4691
234.5436	0.4743	0.5006	0.4704
234.6960	0.4738	0.5001	0.4705
234.8484	0.4733	0.4987	0.4712
235.0008	0.4723	0.4966	0.4633
235.1532	0.4712	0.4939	0.4609
235.3056	0.4697	0.4911	0.4609
235.4580	0.4697	0.4888	0.4589
235.6104	0.4698	0.4875	0.4548
235.7628	0.4690	0.4870	0.4574
235.9152	0.4704	0.4875	0.4582
236.0676	0.4705	0.4891	0.4589
236.2200	0.4746	0.4924	0.4561
236.3724	0.4792	0.4975	0.4620
236.5248	0.4802	0.5039	0.4630
236.6772	0.4836	0.5106	0.4790
236.8296	0.4924	0.5166	0.4867
236.9820	0.4947	0.5212	0.4841
237.1344	0.4971	0.5245	0.4920
237.2868	0.5011	0.5265	0.4884
237.4392	0.5036	0.5274	0.4882
237.5916	0.5042	0.5276	0.4884
237.7440	0.5041	0.5275	0.4941
237.8964	0.5042	0.5271	0.4950
238.0488	0.5018	0.5263	0.4933
238.2012	0.4993	0.5247	0.4922
238.3536	0.4989	0.5221	0.4888
238.5060	0.4982	0.5186	0.4874
238.6584	0.4935	0.5148	0.4803
238.8108	0.4911	0.5116	0.4796
238.9632	0.4902	0.5093	0.4766
239.1156	0.4876	0.5076	0.4762
239.2680	0.4861	0.5059	0.4757
239.4204	0.4863	0.5044	0.4756
239.5728	0.4888	0.5044	0.4670
239.7252	0.4906	0.5067	0.4664
239.8776	0.4934	0.5115	0.4663
240.0300	0.4955	0.5179	0.4772
240.1824	0.5011	0.5246	0.5037
240.3348	0.5029	0.5301	0.5052
240.4872	0.5033	0.5338	0.5080
240.6396	0.5056	0.5356	0.5031
240.7920	0.5063	0.5354	0.5034
240.9444	0.5059	0.5331	0.4969
241.0968	0.5047	0.5288	0.4885
241.2492	0.4989	0.5231	0.4869
241.4016	0.4939	0.5171	0.4832
241.5540	0.4930	0.5121	0.4800
241.7064	0.4911	0.5088	0.4707
241.8588	0.4904	0.5073	0.4717
242.0112	0.4905	0.5072	0.4695
242.1636	0.4911	0.5083	0.4788
242.3160	0.4928	0.5106	0.4838
242.4684	0.4949	0.5139	0.4863
242.6208	0.4997	0.5179	0.4886
242.7732	0.5015	0.5222	0.4963
242.9256	0.5093	0.5267	0.4969
243.0780	0.5134	0.5315	0.4941
243.2304	0.5148	0.5370	0.5124
243.3828	0.5169	0.5426	0.5274
243.5352	0.5206	0.5472	0.5332
243.6876	0.5249	0.5497	0.5318
243.8400	0.5263	0.5504	0.5091
243.9924	0.5277	0.5505	0.5149
244.1448	0.5276	0.5513	0.5175
244.2972	0.5278	0.5529	0.5323
244.4496	0.5286	0.5543	0.5345
244.6020	0.5304	0.5552	0.5215
244.7544	0.5347	0.5558	0.5242
244.9068	0.5372	0.5569	0.5236
245.0592	0.5390	0.5596	0.5292
245.2116	0.5413	0.5645	0.5345
245.3640	0.5420	0.5705	0.5361
245.5164	0.5412	0.5751	0.5636
245.6688	0.5370	0.5746	0.5805
245.8212	0.5364	0.5677	0.5717
245.9736	0.5369	0.5572	0.5518
246.1260	0.5370	0.5480	0.4909
246.2784	0.5366	0.5441	0.4973
246.4308	0.5353	0.5467	0.5022
246.5832	0.5326	0.5539	0.5254
246.7356	0.5314	0.5616	0.5387
246.8880	0.5292	0.5649	0.5705
247.0404	0.5263	0.5609	0.5726
247.1928	0.5241	0.5502	0.5726
247.3452	0.5216	0.5368	0.5161
247.4976	0.5131	0.5255	0.4630
247.6500	0.5052	0.5188	0.4598
247.8024	0.5025	0.5160	0.4810
247.9548	0.4943	0.5144	0.4983
248.1072	0.4879	0.5121	0.4999
248.2596	0.4833	0.5082	0.4999
248.4120	0.4788	0.5032	0.4788
248.5644	0.4774	0.4979	0.4695
248.7168	0.4750	0.4930	0.4696
248.8692	0.4719	0.4890	0.4594
249.0216	0.4718	0.4871	0.4431
249.1740	0.4727	0.4883	0.4562
249.3264	0.4767	0.4927	0.4758
249.4788	0.4780	0.4993	0.4758
249.6312	0.4803	0.5064	0.4734
249.7836	0.4888	0.5125	0.4802
249.9360	0.4912	0.5171	0.4795
250.0884	0.4941	0.5204	0.4834
250.2408	0.5005	0.5232	0.4863
250.3932	0.5034	0.5258	0.4853
250.5456	0.5048	0.5281	0.4873
250.6980	0.5051	0.5299	0.4966
250.8504	0.5044	0.5308	0.4995
251.0028	0.5051	0.5305	0.4991
251.1552	0.5058	0.5296	0.4927
251.3076	0.5070	0.5292	0.4787
251.4600	0.5078	0.5301	0.4817
251.6124	0.5075	0.5327	0.4911
251.7648	0.5074	0.5362	0.5056
251.9172	0.5078	0.5390	0.5070
252.0696	0.5093	0.5396	0.5089
252.2220	0.5104	0.5382	0.5135
252.3744	0.5141	0.5363	0.5068
252.5268	0.5189	0.5366	0.5063
252.6792	0.5200	0.5405	0.5145
252.8316	0.5211	0.5473	0.5268
252.9840	0.5226	0.5542	0.5362
253.1364	0.5260	0.5584	0.5369
253.2888	0.5271	0.5587	0.5295
253.4412	0.5280	0.5565	0.5121
253.5936	0.5298	0.5542	0.5109
253.7460	0.5298	0.5530	0.5133
253.8984	0.5298	0.5531	0.5218
254.0508	0.5296	0.5536	0.5238
254.2032	0.5292	0.5537	0.5231
254.3556	0.5283	0.5530	0.5215
254.5080	0.5277	0.5513	0.5209
254.6604	0.5267	0.5490	0.5187
254.8128	0.5257	0.5464	0.5177
254.9652	0.5223	0.5441	0.5154
255.1176	0.5198	0.5423	0.5097
255.2700	0.5171	0.5405	0.5086
255.4224	0.5158	0.5379	0.5083
255.5748	0.5150	0.5344	0.5055
255.7272	0.5144	0.5310	0.4961
255.8796	0.5135	0.5290	0.4878
256.0320	0.5102	0.5289	0.4980
256.1844	0.5078	0.5297	0.5090
256.3368	0.5050	0.5296	0.5091
256.4892	0.5039	0.5274	0.5093
256.6416	0.5027	0.5231	0.4867
256.7940	0.5013	0.5185	0.4698
256.9464	0.5000	0.5155	0.4611
257.0988	0.4993	0.5152	0.4748
257.2512	0.4987	0.5178	0.4886
257.4036	0.5005	0.5220	0.4882
257.5560	0.4998	0.5261	0.4944
257.7084	0.4992	0.5289	0.5039
257.8608	0.5012	0.5299	0.5057
258.0132	0.4989	0.5291	0.5045
258.1656	0.4986	0.5266	0.5001
258.3180	0.4970	0.5219	0.4793
258.4704	0.4923	0.5155	0.4795
258.6228	0.4904	0.5090	0.4806
258.7752	0.4894	0.5042	0.4653
258.9276	0.4891	0.5024	0.4705
259.0800	0.4878	0.5034	0.4707
259.2324	0.4879	0.5058	0.4779
259.3848	0.4893	0.5081	0.4907
259.5372	0.4917	0.5099	0.4897
259.6896	0.4970	0.5116	0.4794
259.8420	0.5019	0.5142	0.4748
259.9944	0.5057	0.5189	0.4760
260.1468	0.5179	0.5266	0.4994
260.2992	0.5270	0.5375	0.5096
260.4516	0.5352	0.5513	0.5135
260.6040	0.5397	0.5661	0.5380
260.7564	0.5457	0.5785	0.5716
260.9088	0.5493	0.5850	0.5947
261.0612	0.5532	0.5845	0.5511
261.2136	0.5545	0.5789	0.5175
261.3660	0.5549	0.5723	0.5241
261.5184	0.5515	0.5673	0.5280
261.6708	0.5443	0.5649	0.5345
261.8232	0.5431	0.5643	0.5371
261.9756	0.5419	0.5645	0.5371
262.1280	0.5403	0.5649	0.5429
262.2804	0.5390	0.5653	0.5436
262.4328	0.5364	0.5649	0.5400
262.5852	0.5342	0.5626	0.5336
262.7376	0.5302	0.5581	0.5349
262.8900	0.5247	0.5523	0.5343
263.0424	0.5213	0.5466	0.5218
263.1948	0.5170	0.5417	0.5025
263.3472	0.5135	0.5373	0.5042
263.4996	0.5055	0.5328	0.5050
263.6520	0.5008	0.5278	0.5042
263.8044	0.4951	0.5221	0.4870
263.9568	0.4920	0.5157	0.4807
264.1092	0.4896	0.5090	0.4724
264.2616	0.4820	0.5030	0.4703
264.4140	0.4779	0.4983	0.4655
264.5664	0.4772	0.4948	0.4626
264.7188	0.4724	0.4921	0.4577
264.8712	0.4689	0.4897	0.4572
265.0236	0.4679	0.4878	0.4578
265.1760	0.4661	0.4864	0.4539
265.3284	0.4653	0.4858	0.4511
265.4808	0.4655	0.4858	0.4531
265.6332	0.4663	0.4863	0.4518
265.7856	0.4682	0.4875	0.4484
265.9380	0.4725	0.4897	0.4494
266.0904	0.4742	0.4931	0.4628
266.2428	0.4758	0.4973	0.4823
266.3952	0.4803	0.5015	0.4830
266.5476	0.4857	0.5050	0.4861
266.7000	0.4879	0.5078	0.4810
266.8524	0.4912	0.5103	0.4802
267.0048	0.4960	0.5130	0.4805
267.1572	0.5001	0.5162	0.4818
267.3096	0.5050	0.5201	0.4903
267.4620	0.5087	0.5250	0.4914
267.6144	0.5147	0.5311	0.4908
267.7668	0.5199	0.5380	0.4968
267.9192	0.5281	0.5448	0.5071
268.0716	0.5315	0.5512	0.5238
268.2240	0.5362	0.5576	0.5363
268.3764	0.5491	0.5648	0.5337
268.5288	0.5527	0.5728	0.5341
268.6812	0.5554	0.5805	0.5433
268.8336	0.5578	0.5863	0.5692
268.9860	0.5592	0.5888	0.5708
269.1384	0.5592	0.5874	0.5641
269.2908	0.5579	0.5831	0.5432
269.4432	0.5557	0.5775	0.5409
269.5956	0.5451	0.5721	0.5368
269.7480	0.5333	0.5666	0.5410
269.9004	0.5300	0.5598	0.5214
270.0528	0.5241	0.5509	0.5036
270.2052	0.5135	0.5407	0.5024
270.3576	0.5077	0.5314	0.5006
270.5100	0.5049	0.5253	0.4831
270.6624	0.5013	0.5228	0.4740
270.8148	0.5001	0.5233	0.4739
270.9672	0.4987	0.5249	0.4864
271.1196	0.4973	0.5260	0.5112
271.2720	0.4939	0.5253	0.5150
271.4244	0.4924	0.5218	0.5098
271.5768	0.4920	0.5157	0.4854
271.7292	0.4915	0.5084	0.4792
271.8816	0.4870	0.5018	0.4782
272.0340	0.4858	0.4979	0.4714
272.1864	0.4864	0.4982	0.4667
272.3388	0.4861	0.5025	0.4783
272.4912	0.4887	0.5093	0.4782
272.6436	0.4923	0.5159	0.4792
272.7960	0.4966	0.5205	0.5025
272.9484	0.4968	0.5226	0.4992
273.1008	0.4975	0.5234	0.4973
273.2532	0.4981	0.5238	0.4982
273.4056	0.4970	0.5239	0.4962
273.5580	0.4965	0.5234	0.4900
273.7104	0.4948	0.5221	0.4856
273.8628	0.4935	0.5204	0.4858
274.0152	0.4926	0.5185	0.4850
274.1676	0.4902	0.5163	0.4862
274.3200	0.4869	0.5134	0.4787
274.4724	0.4872	0.5097	0.4784
274.6248	0.4864	0.5055	0.4729
274.7772	0.4807	0.5016	0.4711
274.9296	0.4757	0.4981	0.4710
275.0820	0.4789	0.4948	0.4682
275.2344	0.4742	0.4915	0.4525
275.3868	0.4705	0.4882	0.4616
275.5392	0.4706	0.4857	0.4614
275.6916	0.4705	0.4847	0.4474
275.8440	0.4706	0.4856	0.4529
275.9964	0.4736	0.4879	0.4445
276.1488	0.4758	0.4912	0.4574
276.3012	0.4783	0.4955	0.4711
276.4536	0.4816	0.5008	0.4712
276.6060	0.4894	0.5070	0.4722
276.7584	0.4958	0.5137	0.4827
276.9108	0.4948	0.5204	0.5037
277.0632	0.4998	0.5267	0.5051
277.2156	0.5081	0.5320	0.5047
277.3680	0.5095	0.5359	0.5007
277.5204	0.5113	0.5380	0.5036
277.6728	0.5149	0.5390	0.5073
277.8252	0.5159	0.5396	0.5046
277.9776	0.5171	0.5404	0.5069
278.1300	0.5184	0.5411	0.5157
278.2824	0.5207	0.5419	0.5181
278.4348	0.5221	0.5429	0.5146
278.5872	0.5263	0.5449	0.5147
278.7396	0.5285	0.5482	0.5300
278.8920	0.5296	0.5524	0.5365
279.0444	0.5310	0.5560	0.5393
279.1968	0.5326	0.5580	0.5283
279.3492	0.5362	0.5584	0.5251
279.5016	0.5378	0.5582	0.5243
279.6540	0.5381	0.5587	0.5300
279.8064	0.5399	0.5604	0.5311
279.9588	0.5409	0.5632	0.5366
280.1112	0.5415	0.5662	0.5364
280.2636	0.5423	0.5684	0.5397
280.4160	0.5423	0.5693	0.5349
280.5684	0.5422	0.5689	0.5361
280.7208	0.5424	0.5677	0.5363
280.8732	0.5425	0.5664	0.5292
281.0256	0.5423	0.5656	0.5275
281.1780	0.5420	0.5654	0.5299
281.3304	0.5414	0.5655	0.5376
281.4828	0.5381	0.5651	0.5455
281.6352	0.5371	0.5633	0.5460
281.7876	0.5358	0.5599	0.5318
281.9400	0.5339	0.5556	0.5184
282.0924	0.5291	0.5512	0.5173
282.2448	0.5253	0.5473	0.5163
282.3972	0.5212	0.5433	0.5170
282.5496	0.5101	0.5381	0.5181
282.7020	0.5073	0.5311	0.5204
282.8544	0.5051	0.5229	0.5161
283.0068	0.5001	0.5155	0.4723
283.1592	0.4976	0.5109	0.4696
283.3116	0.4963	0.5099	0.4694
283.4640	0.4951	0.5122	0.4933
283.6164	0.4942	0.5162	0.4945
283.7688	0.4960	0.5203	0.4947
283.9212	0.4977	0.5234	0.5058
284.0736	0.5004	0.5253	0.5040
284.2260	0.4997	0.5266	0.5035
284.3784	0.4992	0.5272	0.5008
284.5308	0.4945	0.5264	0.5022
284.6832	0.4928	0.5231	0.4982
284.8356	0.4906	0.5169	0.4886
284.9880	0.4847	0.5091	0.4740
285.1404	0.4780	0.5013	0.4750
285.2928	0.4758	0.4949	0.4709
285.4452	0.4744	0.4902	0.4504
285.5976	0.4709	0.4870	0.4486
285.7500	0.4695	0.4852	0.4499
285.9024	0.4689	0.4846	0.4612
286.0548	0.4697	0.4855	0.4600
286.2072	0.4746	0.4880	0.4577
286.3596	0.4765	0.4917	0.4577
286.5120	0.4778	0.4964	0.4663
286.6644	0.4818	0.5014	0.4815
286.8168	0.4861	0.5063	0.4922
286.9692	0.4890	0.5105	0.4932
287.1216	0.4910	0.5137	0.4872
287.2740	0.4942	0.5156	0.4833
287.4264	0.4980	0.5168	0.4840
287.5788	0.5030	0.5188	0.4828
287.7312	0.5075	0.5231	0.4979
287.8836	0.5099	0.5300	0.5108
288.0360	0.5137	0.5385	0.5200
288.1884	0.5211	0.5465	0.5291
288.3408	0.5268	0.5524	0.5259
288.4932	0.5280	0.5559	0.5271
288.6456	0.5299	0.5579	0.5358
288.7980	0.5291	0.5585	0.5370
288.9504	0.5278	0.5573	0.5398
289.1028	0.5267	0.5537	0.5250
289.2552	0.5225	0.5479	0.5229
289.4076	0.5133	0.5412	0.5224
289.5600	0.5094	0.5345	0.5175
289.7124	0.5034	0.5278	0.4899
289.8648	0.4974	0.5212	0.4901
290.0172	0.4925	0.5149	0.4903
290.1696	0.4877	0.5096	0.4845
290.3220	0.4848	0.5059	0.4818
290.4744	0.4836	0.5038	0.4801
290.6268	0.4827	0.5030	0.4763
290.7792	0.4828	0.5032	0.4767
290.9316	0.4820	0.5043	0.4868
291.0840	0.4816	0.5053	0.4910
291.2364	0.4808	0.5052	0.4901
291.3888	0.4789	0.5035	0.4894
291.5412	0.4779	0.5007	0.4883
291.6936	0.4771	0.4979	0.4721
291.8460	0.4760	0.4958	0.4669
291.9984	0.4739	0.4948	0.4640
292.1508	0.4716	0.4946	0.4643
292.3032	0.4699	0.4946	0.4731
292.4556	0.4692	0.4943	0.4769
292.6080	0.4683	0.4935	0.4771
292.7604	0.4653	0.4919	0.4762
292.9128	0.4634	0.4893	0.4718
293.0652	0.4618	0.4858	0.4588
293.2176	0.4613	0.4818	0.4477
293.3700	0.4621	0.4786	0.4470
293.5224	0.4635	0.4774	0.4469
293.6748	0.4648	0.4795	0.4525
293.8272	0.4698	0.4849	0.4741
293.9796	0.4720	0.4923	0.4925
294.1320	0.4731	0.4996	0.4950
294.2844	0.4755	0.5050	0.4878
294.4368	0.4836	0.5082	0.4788
294.5892	0.4855	0.5099	0.4811
294.7416	0.4869	0.5110	0.4944
294.8940	0.4883	0.5120	0.4941
295.0464	0.4901	0.5128	0.4944
295.1988	0.4917	0.5134	0.4901
295.3512	0.4929	0.5138	0.4957
295.5036	0.4945	0.5142	0.5004
295.6560	0.4972	0.5143	0.4976
295.8084	0.4990	0.5146	0.4966
295.9608	0.5009	0.5160	0.4938
296.1132	0.5047	0.5191	0.5108
296.2656	0.5066	0.5236	0.4865
296.4180	0.5088	0.5282	0.5108
296.5704	0.5103	0.5319	0.5241
296.7228	0.5126	0.5341	0.5218
296.8752	0.5173	0.5356	0.5189
297.0276	0.5187	0.5374	0.5167
297.1800	0.5199	0.5403	0.5230
297.3324	0.5209	0.5440	0.5184
297.4848	0.5216	0.5476	0.5194
297.6372	0.5214	0.5499	0.5187
297.7896	0.5221	0.5501	0.5236
