HOLE:	984b
LEG:	162
TOP:	87.934799
BOTTOM:	497.890808

DEPTH	IDPH	IMPH	SFLU
297.9420	0.5206	0.5484	0.5206
298.0944	0.5199	0.5455	0.5177
298.2468	0.5197	0.5416	0.5207
298.3992	0.5134	0.5372	0.5155
298.5516	0.5104	0.5326	0.5141
298.7040	0.5096	0.5284	0.5024
298.8564	0.5086	0.5253	0.4940
299.0088	0.5043	0.5236	0.4938
299.1612	0.5023	0.5230	0.4927
299.3136	0.5020	0.5230	0.5027
299.4660	0.5014	0.5230	0.5043
299.6184	0.5027	0.5225	0.5035
299.7708	0.5040	0.5222	0.5018
299.9232	0.5031	0.5234	0.4959
300.0756	0.5070	0.5273	0.5045
300.2280	0.5128	0.5334	0.5049
300.3804	0.5134	0.5400	0.5087
300.5328	0.5139	0.5441	0.5377
300.6852	0.5133	0.5441	0.5431
300.8376	0.5135	0.5408	0.5359
300.9900	0.5133	0.5361	0.5280
301.1424	0.5135	0.5319	0.4838
301.2948	0.5128	0.5292	0.4826
301.4472	0.5122	0.5281	0.4835
301.5996	0.5129	0.5290	0.5024
301.7520	0.5138	0.5317	0.5166
301.9044	0.5139	0.5357	0.5265
302.0568	0.5141	0.5396	0.5326
302.2092	0.5128	0.5416	0.5323
302.3616	0.5061	0.5401	0.5301
302.5140	0.5027	0.5343	0.5093
302.6664	0.5012	0.5255	0.4930
302.8188	0.4979	0.5163	0.4810
302.9712	0.4918	0.5094	0.4642
303.1236	0.4905	0.5067	0.4698
303.2760	0.4890	0.5081	0.4972
303.4284	0.4889	0.5116	0.5003
303.5808	0.4887	0.5149	0.5010
303.7332	0.4885	0.5168	0.5015
303.8856	0.4913	0.5169	0.4949
304.0380	0.4922	0.5160	0.4943
304.1904	0.4925	0.5147	0.4978
304.3428	0.4928	0.5134	0.5019
304.4952	0.4898	0.5121	0.5014
304.6476	0.4882	0.5106	0.5014
304.8000	0.4894	0.5094	0.4898
304.9524	0.4895	0.5084	0.4845
305.1048	0.4926	0.5079	0.4846
305.2572	0.4929	0.5082	0.4848
305.4096	0.4933	0.5100	0.4907
305.5620	0.4956	0.5136	0.5261
305.7144	0.4951	0.5183	0.4969
305.8668	0.4946	0.5221	0.5149
306.0192	0.4933	0.5222	0.5173
306.1716	0.4903	0.5176	0.5140
306.3240	0.4875	0.5102	0.5090
306.4764	0.4859	0.5028	0.4714
306.6288	0.4832	0.4979	0.4700
306.7812	0.4805	0.4961	0.4699
306.9336	0.4804	0.4968	0.4722
307.0860	0.4818	0.4998	0.4843
307.2384	0.4835	0.5044	0.4916
307.3908	0.4865	0.5098	0.4948
307.5432	0.4875	0.5143	0.5061
307.6956	0.4884	0.5162	0.5144
307.8480	0.4893	0.5149	0.5089
308.0004	0.4903	0.5115	0.4860
308.1528	0.4904	0.5084	0.4837
308.3052	0.4905	0.5072	0.4883
308.4576	0.4903	0.5085	0.4887
308.6100	0.4902	0.5116	0.4951
308.7624	0.4906	0.5148	0.5014
308.9148	0.4903	0.5167	0.5025
309.0672	0.4898	0.5166	0.5035
309.2196	0.4900	0.5150	0.5027
309.3720	0.4886	0.5128	0.5026
309.5244	0.4876	0.5106	0.4936
309.6768	0.4870	0.5086	0.4815
309.8292	0.4850	0.5067	0.4813
309.9816	0.4816	0.5047	0.4814
310.1340	0.4789	0.5025	0.4875
310.2864	0.4786	0.5004	0.4710
310.4388	0.4794	0.4983	0.4689
310.5912	0.4793	0.4970	0.4685
310.7436	0.4793	0.4969	0.4721
310.8960	0.4804	0.4983	0.4819
311.0484	0.4813	0.5010	0.4859
311.2008	0.4818	0.5042	0.4886
311.3532	0.4836	0.5073	0.4919
311.5056	0.4871	0.5097	0.4912
311.6580	0.4874	0.5112	0.4910
311.8104	0.4893	0.5122	0.4878
311.9628	0.4897	0.5130	0.4955
312.1152	0.4900	0.5138	0.4955
312.2676	0.4898	0.5143	0.4944
312.4200	0.4885	0.5140	0.4904
312.5724	0.4880	0.5128	0.4898
312.7248	0.4873	0.5105	0.4864
312.8772	0.4852	0.5074	0.4840
313.0296	0.4845	0.5044	0.4844
313.1820	0.4836	0.5019	0.4819
313.3344	0.4804	0.5004	0.4758
313.4868	0.4798	0.4995	0.4758
313.6392	0.4784	0.4986	0.4780
313.7916	0.4768	0.4975	0.4768
313.9440	0.4766	0.4960	0.4751
314.0964	0.4765	0.4945	0.4735
314.2488	0.4769	0.4936	0.4720
314.4012	0.4780	0.4939	0.4725
314.5536	0.4791	0.4959	0.4698
314.7060	0.4821	0.5000	0.4735
314.8584	0.4904	0.5059	0.4732
315.0108	0.4951	0.5130	0.4825
315.1632	0.4984	0.5203	0.5173
315.3156	0.5046	0.5269	0.5205
315.4680	0.5112	0.5322	0.5203
315.6204	0.5155	0.5362	0.5227
315.7728	0.5207	0.5392	0.5189
315.9252	0.5262	0.5423	0.5230
316.0776	0.5333	0.5471	0.5241
316.2300	0.5400	0.5546	0.5301
316.3824	0.5411	0.5651	0.5549
316.5348	0.5418	0.5768	0.5852
316.6872	0.5374	0.5856	0.6182
316.8396	0.5357	0.5864	0.6283
316.9920	0.5328	0.5768	0.5715
317.1444	0.5262	0.5600	0.5062
317.2968	0.5165	0.5423	0.5042
317.4492	0.5136	0.5290	0.4987
317.6016	0.5109	0.5217	0.5028
317.7540	0.5023	0.5193	0.5023
317.9064	0.4987	0.5199	0.5051
318.0588	0.4968	0.5213	0.5143
318.2112	0.4956	0.5221	0.5211
318.3636	0.4948	0.5216	0.5203
318.5160	0.4936	0.5196	0.5199
318.6684	0.4926	0.5164	0.4989
318.8208	0.4914	0.5125	0.4877
318.9732	0.4858	0.5086	0.4905
319.1256	0.4842	0.5052	0.4902
319.2780	0.4834	0.5031	0.4805
319.4304	0.4822	0.5023	0.4796
319.5828	0.4816	0.5024	0.4800
319.7352	0.4811	0.5030	0.4811
319.8876	0.4815	0.5038	0.4879
320.0400	0.4815	0.5047	0.4915
320.1924	0.4814	0.5055	0.4908
320.3448	0.4815	0.5060	0.4906
320.4972	0.4815	0.5059	0.4864
320.6496	0.4817	0.5051	0.4865
320.8020	0.4796	0.5036	0.4857
320.9544	0.4795	0.5014	0.4843
321.1068	0.4802	0.4992	0.4788
321.2592	0.4812	0.4979	0.4736
321.4116	0.4845	0.4981	0.4733
321.5640	0.4856	0.5003	0.4729
321.7164	0.4871	0.5040	0.5093
321.8688	0.4890	0.5082	0.5263
322.0212	0.4903	0.5119	0.5213
322.1736	0.4916	0.5144	0.5201
322.3260	0.4983	0.5158	0.4887
322.4784	0.5007	0.5168	0.4879
322.6308	0.5028	0.5185	0.4867
322.7832	0.5101	0.5230	0.5048
322.9356	0.5112	0.5309	0.5160
323.0880	0.5106	0.5403	0.5257
323.2404	0.5057	0.5461	0.6024
323.3928	0.5038	0.5436	0.6122
323.5452	0.5002	0.5327	0.5880
323.6976	0.4989	0.5181	0.4649
323.8500	0.4986	0.5059	0.4581
324.0024	0.4954	0.4998	0.4599
324.1548	0.4942	0.5011	0.4811
324.3072	0.4933	0.5090	0.5006
324.4596	0.4935	0.5206	0.5651
324.6120	0.4994	0.5315	0.5692
324.7644	0.5020	0.5373	0.5695
324.9168	0.5029	0.5367	0.5385
325.0692	0.5064	0.5319	0.5087
325.2216	0.5088	0.5266	0.5070
325.3740	0.5096	0.5235	0.5070
325.5264	0.5096	0.5240	0.5302
325.6788	0.5081	0.5276	0.5401
325.8312	0.5083	0.5327	0.5396
325.9836	0.5094	0.5373	0.5531
326.1360	0.5133	0.5400	0.5262
326.2884	0.5167	0.5407	0.5234
326.4408	0.5192	0.5408	0.5089
326.5932	0.5204	0.5418	0.5217
326.7456	0.5207	0.5440	0.5775
326.8980	0.5195	0.5463	0.5852
327.0504	0.5188	0.5470	0.5793
327.2028	0.5193	0.5453	0.5540
327.3552	0.5198	0.5422	0.5256
327.5076	0.5238	0.5398	0.5122
327.6600	0.5257	0.5400	0.5112
327.8124	0.5247	0.5433	0.5241
327.9648	0.5245	0.5487	0.5816
328.1172	0.5219	0.5540	0.5834
328.2696	0.5200	0.5563	0.5851
328.4220	0.5192	0.5534	0.5569
328.5744	0.5186	0.5456	0.4879
328.7268	0.5141	0.5358	0.5240
328.8792	0.5117	0.5274	0.5153
329.0316	0.5077	0.5223	0.5058
329.1840	0.5010	0.5202	0.5137
329.3364	0.4981	0.5197	0.5128
329.4888	0.4959	0.5194	0.5149
329.6412	0.4949	0.5186	0.5191
329.7936	0.4939	0.5175	0.5184
329.9460	0.4924	0.5161	0.5112
330.0984	0.4907	0.5145	0.4984
330.2508	0.4879	0.5127	0.4964
330.4032	0.4857	0.5107	0.4941
330.5556	0.4828	0.5082	0.4961
330.7080	0.4792	0.5049	0.4919
330.8604	0.4781	0.5008	0.4932
331.0128	0.4758	0.4965	0.4824
331.1652	0.4742	0.4926	0.4770
331.3176	0.4727	0.4899	0.4752
331.4700	0.4723	0.4889	0.4695
331.6224	0.4719	0.4896	0.4710
331.7748	0.4716	0.4915	0.4717
331.9272	0.4729	0.4943	0.4823
332.0796	0.4742	0.4971	0.4883
332.2320	0.4743	0.4994	0.4906
332.3844	0.4750	0.5007	0.4853
332.5368	0.4767	0.5011	0.4850
332.6892	0.4769	0.5009	0.4846
332.8416	0.4774	0.5001	0.4876
332.9940	0.4780	0.4987	0.4887
333.1464	0.4767	0.4968	0.4874
333.2988	0.4780	0.4949	0.4838
333.4512	0.4793	0.4941	0.4650
333.6036	0.4816	0.4953	0.4614
333.7560	0.4871	0.4984	0.4613
333.9084	0.4886	0.5025	0.4602
334.0608	0.4897	0.5066	0.5223
334.2132	0.4929	0.5100	0.5633
334.3656	0.4952	0.5124	0.5634
334.5180	0.4959	0.5143	0.5527
334.6704	0.4975	0.5161	0.4884
334.8228	0.4982	0.5181	0.4839
334.9752	0.4984	0.5204	0.4863
335.1276	0.4990	0.5233	0.4976
335.2800	0.5003	0.5271	0.5027
335.4324	0.5068	0.5315	0.5031
335.5848	0.5074	0.5359	0.5120
335.7372	0.5081	0.5392	0.5266
335.8896	0.5121	0.5405	0.5266
336.0420	0.5129	0.5400	0.5280
336.1944	0.5127	0.5384	0.5252
336.3468	0.5128	0.5362	0.5088
336.4992	0.5105	0.5335	0.5091
336.6516	0.5049	0.5307	0.5089
336.8040	0.5039	0.5278	0.5085
336.9564	0.5037	0.5247	0.5001
337.1088	0.5020	0.5217	0.4992
337.2612	0.5009	0.5191	0.4997
337.4136	0.5008	0.5178	0.4961
337.5660	0.5009	0.5183	0.5081
337.7184	0.5016	0.5202	0.5101
337.8708	0.5038	0.5226	0.5102
338.0232	0.5037	0.5248	0.5145
338.1756	0.5048	0.5267	0.5215
338.3280	0.5087	0.5285	0.5233
338.4804	0.5094	0.5304	0.5232
338.6328	0.5097	0.5320	0.5204
338.7852	0.5099	0.5326	0.5196
338.9376	0.5101	0.5323	0.5189
339.0900	0.5097	0.5314	0.5186
339.2424	0.5089	0.5302	0.5163
339.3948	0.5078	0.5288	0.5150
339.5472	0.5060	0.5274	0.5127
339.6996	0.5034	0.5258	0.5044
339.8520	0.5013	0.5240	0.5031
340.0044	0.4978	0.5218	0.5039
340.1568	0.4933	0.5192	0.5035
340.3092	0.4910	0.5160	0.5021
340.4616	0.4876	0.5119	0.4985
340.6140	0.4804	0.5070	0.4901
340.7664	0.4772	0.5013	0.4838
340.9188	0.4752	0.4954	0.4734
341.0712	0.4723	0.4900	0.4676
341.2236	0.4654	0.4858	0.4673
341.3760	0.4609	0.4826	0.4685
341.5284	0.4600	0.4793	0.4663
341.6808	0.4579	0.4752	0.4605
341.8332	0.4529	0.4704	0.4604
341.9856	0.4526	0.4662	0.4560
342.1380	0.4525	0.4645	0.4403
342.2904	0.4531	0.4658	0.4453
342.4428	0.4564	0.4695	0.4443
342.5952	0.4593	0.4744	0.4496
342.7476	0.4603	0.4795	0.4692
342.9000	0.4629	0.4843	0.4720
343.0524	0.4710	0.4887	0.4727
343.2048	0.4766	0.4923	0.4721
343.3572	0.4778	0.4952	0.4881
343.5096	0.4818	0.4981	0.5052
343.6620	0.4872	0.5017	0.4996
343.8144	0.4892	0.5062	0.5091
343.9668	0.4914	0.5116	0.5149
344.1192	0.4974	0.5173	0.5114
344.2716	0.5005	0.5232	0.5128
344.4240	0.5020	0.5290	0.5092
344.5764	0.5068	0.5346	0.5110
344.7288	0.5132	0.5398	0.5096
344.8812	0.5143	0.5439	0.5146
345.0336	0.5147	0.5453	0.5519
345.1860	0.5140	0.5429	0.5520
345.3384	0.5132	0.5371	0.5519
345.4908	0.5127	0.5305	0.5245
345.6432	0.5100	0.5256	0.4916
345.7956	0.5091	0.5235	0.4921
345.9480	0.5084	0.5242	0.4922
346.1004	0.5070	0.5266	0.5023
346.2528	0.5052	0.5296	0.5254
346.4052	0.5041	0.5315	0.5337
346.5576	0.5028	0.5309	0.5277
346.7100	0.5007	0.5272	0.5262
346.8624	0.4949	0.5213	0.5264
347.0148	0.4923	0.5143	0.5071
347.1672	0.4853	0.5068	0.4713
347.3196	0.4814	0.4993	0.4710
347.4720	0.4790	0.4926	0.4701
347.6244	0.4698	0.4871	0.4627
347.7768	0.4651	0.4830	0.4730
347.9292	0.4631	0.4802	0.4739
348.0816	0.4604	0.4780	0.4740
348.2340	0.4591	0.4767	0.4712
348.3864	0.4579	0.4763	0.4725
348.5388	0.4562	0.4768	0.4713
348.6912	0.4530	0.4774	0.4721
348.8436	0.4514	0.4772	0.4717
348.9960	0.4501	0.4759	0.4726
349.1484	0.4491	0.4735	0.4671
349.3008	0.4490	0.4706	0.4664
349.4532	0.4485	0.4680	0.4623
349.6056	0.4483	0.4666	0.4624
349.7580	0.4484	0.4669	0.4645
349.9104	0.4490	0.4685	0.4642
350.0628	0.4493	0.4708	0.4668
350.2152	0.4496	0.4729	0.4722
350.3676	0.4509	0.4744	0.4711
350.5200	0.4524	0.4751	0.4663
350.6724	0.4532	0.4751	0.4641
350.8248	0.4543	0.4752	0.4566
350.9772	0.4571	0.4758	0.4560
351.1296	0.4589	0.4770	0.4564
351.2820	0.4599	0.4792	0.4677
351.4344	0.4624	0.4823	0.4828
351.5868	0.4683	0.4861	0.4836
351.7392	0.4699	0.4899	0.4832
351.8916	0.4711	0.4933	0.4873
352.0440	0.4750	0.4958	0.4868
352.1964	0.4780	0.4974	0.4870
352.3488	0.4791	0.4982	0.4853
352.5012	0.4803	0.4983	0.4796
352.6536	0.4813	0.4978	0.4798
352.8060	0.4824	0.4973	0.4796
352.9584	0.4829	0.4974	0.4888
353.1108	0.4838	0.4987	0.4934
353.2632	0.4845	0.5013	0.4920
353.4156	0.4847	0.5046	0.4943
353.5680	0.4847	0.5075	0.5041
353.7204	0.4839	0.5087	0.5061
353.8728	0.4840	0.5080	0.5039
354.0252	0.4842	0.5060	0.4952
354.1776	0.4846	0.5039	0.4910
354.3300	0.4851	0.5030	0.4920
354.4824	0.4856	0.5039	0.4929
354.6348	0.4860	0.5061	0.4997
354.7872	0.4865	0.5090	0.4991
354.9396	0.4883	0.5114	0.5003
355.0920	0.4890	0.5128	0.5011
355.2444	0.4894	0.5129	0.5010
355.3968	0.4902	0.5121	0.4959
355.5492	0.4910	0.5111	0.4981
355.7016	0.4914	0.5103	0.4964
355.8540	0.4916	0.5100	0.5020
356.0064	0.4913	0.5101	0.5041
356.1588	0.4916	0.5106	0.5038
356.3112	0.4917	0.5110	0.5026
356.4636	0.4919	0.5113	0.5021
356.6160	0.4917	0.5114	0.5045
356.7684	0.4912	0.5112	0.5048
356.9208	0.4907	0.5107	0.5018
357.0732	0.4899	0.5101	0.4975
357.2256	0.4897	0.5093	0.4959
357.3780	0.4891	0.5083	0.4997
357.5304	0.4874	0.5073	0.4964
357.6828	0.4881	0.5066	0.4945
357.8352	0.4887	0.5067	0.4955
357.9876	0.4891	0.5083	0.4983
358.1400	0.4898	0.5113	0.4975
358.2924	0.4907	0.5149	0.4987
358.4448	0.4895	0.5176	0.5158
358.5972	0.4888	0.5175	0.5380
358.7496	0.4873	0.5138	0.5312
358.9020	0.4835	0.5076	0.5170
359.0544	0.4818	0.5010	0.4972
359.2068	0.4764	0.4956	0.4792
359.3592	0.4721	0.4919	0.4840
359.5116	0.4712	0.4894	0.4843
359.6640	0.4705	0.4876	0.4830
359.8164	0.4714	0.4871	0.4736
359.9688	0.4736	0.4885	0.4746
360.1212	0.4738	0.4915	0.4824
360.2736	0.4740	0.4951	0.4904
360.4260	0.4755	0.4981	0.4907
360.5784	0.4784	0.4999	0.4915
360.7308	0.4792	0.5006	0.4881
360.8832	0.4792	0.5005	0.4874
361.0356	0.4790	0.4999	0.4875
361.1880	0.4789	0.4990	0.4869
361.3404	0.4787	0.4979	0.4840
361.4928	0.4782	0.4970	0.4756
361.6452	0.4758	0.4964	0.4788
361.7976	0.4738	0.4957	0.4783
361.9500	0.4733	0.4944	0.4791
362.1024	0.4716	0.4920	0.4880
362.2548	0.4678	0.4887	0.4872
362.4072	0.4667	0.4852	0.4854
362.5596	0.4668	0.4822	0.4698
362.7120	0.4634	0.4802	0.4705
362.8644	0.4608	0.4792	0.4709
363.0168	0.4609	0.4788	0.4684
363.1692	0.4611	0.4791	0.4553
363.3216	0.4636	0.4800	0.4548
363.4740	0.4674	0.4813	0.4539
363.6264	0.4679	0.4831	0.4687
363.7788	0.4684	0.4860	0.4955
363.9312	0.4711	0.4899	0.4960
364.0836	0.4727	0.4941	0.4973
364.2360	0.4728	0.4969	0.4863
364.3884	0.4730	0.4973	0.4662
364.5408	0.4721	0.4950	0.4663
364.6932	0.4717	0.4916	0.4656
364.8456	0.4716	0.4887	0.4669
364.9980	0.4713	0.4873	0.4691
365.1504	0.4708	0.4874	0.4671
365.3028	0.4707	0.4884	0.4682
365.4552	0.4705	0.4896	0.4770
365.6076	0.4702	0.4904	0.4778
365.7600	0.4701	0.4905	0.4765
365.9124	0.4700	0.4901	0.4782
366.0648	0.4699	0.4894	0.4745
366.2172	0.4694	0.4887	0.4736
366.3696	0.4685	0.4881	0.4734
366.5220	0.4687	0.4878	0.4739
366.6744	0.4688	0.4876	0.4770
366.8268	0.4678	0.4873	0.4783
366.9792	0.4676	0.4869	0.4777
367.1316	0.4684	0.4866	0.4781
367.2840	0.4688	0.4867	0.4737
367.4364	0.4709	0.4873	0.4732
367.5888	0.4716	0.4885	0.4730
367.7412	0.4725	0.4907	0.4851
367.8936	0.4762	0.4939	0.4927
368.0460	0.4796	0.4979	0.4906
368.1984	0.4808	0.5023	0.4943
368.3508	0.4824	0.5065	0.5058
368.5032	0.4912	0.5105	0.5064
368.6556	0.4945	0.5141	0.5056
368.8080	0.4952	0.5175	0.5096
368.9604	0.4962	0.5206	0.5335
369.1128	0.4938	0.5230	0.5330
369.2652	0.4933	0.5238	0.5357
369.4176	0.4917	0.5219	0.5099
369.5700	0.4910	0.5168	0.4855
369.7224	0.4902	0.5100	0.4862
369.8748	0.4846	0.5041	0.4812
370.0272	0.4824	0.5008	0.4973
370.1796	0.4812	0.5003	0.4997
370.3320	0.4804	0.5014	0.5063
370.4844	0.4806	0.5023	0.5079
370.6368	0.4818	0.5023	0.5067
370.7892	0.4838	0.5017	0.4894
370.9416	0.4847	0.5015	0.4886
371.0940	0.4857	0.5027	0.4938
371.2464	0.4891	0.5053	0.5000
371.3988	0.4941	0.5092	0.5001
371.5512	0.4953	0.5137	0.5035
371.7036	0.4980	0.5187	0.5203
371.8560	0.5037	0.5234	0.5222
372.0084	0.5062	0.5274	0.5228
372.1608	0.5074	0.5299	0.5273
372.3132	0.5101	0.5309	0.5183
372.4656	0.5112	0.5310	0.5189
372.6180	0.5120	0.5311	0.5190
372.7704	0.5115	0.5319	0.5252
372.9228	0.5113	0.5333	0.5283
373.0752	0.5098	0.5345	0.5288
373.2276	0.5078	0.5347	0.5254
373.3800	0.5069	0.5332	0.5186
373.5324	0.5057	0.5299	0.5157
373.6848	0.5019	0.5254	0.5103
373.8372	0.4981	0.5204	0.5094
373.9896	0.4967	0.5157	0.4960
374.1420	0.4952	0.5122	0.4924
374.2944	0.4909	0.5103	0.4937
374.4468	0.4862	0.5094	0.4941
374.5992	0.4843	0.5082	0.4983
374.7516	0.4811	0.5052	0.4861
374.9040	0.4764	0.5004	0.4858
375.0564	0.4746	0.4947	0.4858
375.2088	0.4728	0.4892	0.4730
375.3612	0.4656	0.4844	0.4575
375.5136	0.4628	0.4802	0.4568
375.6660	0.4618	0.4766	0.4545
375.8184	0.4597	0.4741	0.4522
375.9708	0.4572	0.4730	0.4533
376.1232	0.4570	0.4732	0.4527
376.2756	0.4570	0.4741	0.4639
376.4280	0.4570	0.4750	0.4709
376.5804	0.4578	0.4756	0.4702
376.7328	0.4586	0.4758	0.4716
376.8852	0.4600	0.4760	0.4679
377.0376	0.4610	0.4765	0.4708
377.1900	0.4634	0.4777	0.4725
377.3424	0.4664	0.4800	0.4758
377.4948	0.4744	0.4836	0.4735
377.6472	0.4843	0.4890	0.4737
377.7996	0.4937	0.4983	0.4835
377.9520	0.5032	0.5140	0.5090
378.1044	0.5297	0.5369	0.5115
378.2568	0.5640	0.5655	0.5154
378.4092	0.5751	0.5975	0.6254
378.5616	0.5967	0.6301	0.6922
378.7140	0.6186	0.6613	0.7255
378.8664	0.6523	0.6882	0.7465
379.0188	0.6650	0.7059	0.7525
379.1712	0.6717	0.7108	0.7424
379.3236	0.6764	0.7061	0.7423
379.4760	0.6726	0.6978	0.7246
379.6284	0.6747	0.6901	0.7140
379.7808	0.6758	0.6853	0.6907
379.9332	0.6737	0.6843	0.6843
380.0856	0.6735	0.6863	0.6841
380.2380	0.6734	0.6899	0.7208
380.3904	0.6731	0.6938	0.7702
380.5428	0.6724	0.6967	0.7718
380.6952	0.6710	0.6969	0.7717
380.8476	0.6699	0.6941	0.7448
381.0000	0.6680	0.6883	0.7038
381.1524	0.6647	0.6806	0.7033
381.3048	0.6572	0.6731	0.7034
381.4572	0.6531	0.6680	0.6949
381.6096	0.6528	0.6664	0.7070
381.7620	0.6519	0.6672	0.7073
381.9144	0.6498	0.6685	0.7446
382.0668	0.6514	0.6689	0.7615
382.2192	0.6509	0.6686	0.6995
382.3716	0.6504	0.6689	0.6966
382.5240	0.6517	0.6704	0.6955
382.6764	0.6532	0.6726	0.6968
382.8288	0.6522	0.6743	0.6986
382.9812	0.6504	0.6752	0.6684
383.1336	0.6514	0.6760	0.6678
383.2860	0.6459	0.6768	0.6669
383.4384	0.6323	0.6748	0.6963
383.5908	0.6249	0.6660	0.6952
383.7432	0.6172	0.6499	0.6934
383.8956	0.5949	0.6282	0.6876
384.0480	0.5553	0.6025	0.6089
384.2004	0.5452	0.5738	0.5381
384.3528	0.5367	0.5438	0.4784
384.5052	0.5055	0.5166	0.4771
384.6576	0.4828	0.4969	0.4772
384.8100	0.4771	0.4862	0.4721
384.9624	0.4715	0.4823	0.4683
385.1148	0.4609	0.4806	0.4686
385.2672	0.4576	0.4783	0.4686
385.4196	0.4557	0.4752	0.4627
385.5720	0.4549	0.4728	0.4559
385.7244	0.4581	0.4723	0.4558
385.8768	0.4590	0.4739	0.4550
386.0292	0.4596	0.4774	0.4700
386.1816	0.4641	0.4827	0.4803
386.3340	0.4704	0.4889	0.4789
386.4864	0.4721	0.4949	0.4826
386.6388	0.4766	0.4990	0.4949
386.7912	0.4785	0.5008	0.4968
386.9436	0.4794	0.5011	0.4964
387.0960	0.4816	0.5010	0.4920
387.2484	0.4834	0.5012	0.4813
387.4008	0.4840	0.5016	0.4816
387.5532	0.4841	0.5020	0.4872
387.7056	0.4834	0.5024	0.4873
387.8580	0.4835	0.5025	0.4867
388.0104	0.4839	0.5026	0.4866
388.1628	0.4840	0.5028	0.4884
388.3152	0.4841	0.5032	0.4895
388.4676	0.4840	0.5036	0.4906
388.6200	0.4837	0.5038	0.4910
388.7724	0.4836	0.5035	0.4889
388.9248	0.4835	0.5027	0.4850
389.0772	0.4830	0.5017	0.4813
389.2296	0.4820	0.5011	0.4820
389.3820	0.4812	0.5009	0.4855
389.5344	0.4809	0.5006	0.4878
389.6868	0.4795	0.4998	0.4873
389.8392	0.4793	0.4981	0.4798
389.9916	0.4792	0.4962	0.4751
390.1440	0.4794	0.4949	0.4728
390.2964	0.4803	0.4949	0.4741
390.4488	0.4805	0.4961	0.4749
390.6012	0.4803	0.4978	0.4878
390.7536	0.4802	0.4989	0.4934
390.9060	0.4787	0.4989	0.4940
391.0584	0.4771	0.4976	0.4934
391.2108	0.4767	0.4951	0.4907
391.3632	0.4757	0.4919	0.4795
391.5156	0.4725	0.4886	0.4794
391.6680	0.4713	0.4863	0.4744
391.8204	0.4707	0.4857	0.4696
391.9728	0.4698	0.4869	0.4743
392.1252	0.4688	0.4891	0.4729
392.2776	0.4690	0.4912	0.4731
392.4300	0.4687	0.4926	0.4808
392.5824	0.4704	0.4934	0.4831
392.7348	0.4716	0.4939	0.4832
392.8872	0.4715	0.4940	0.4831
393.0396	0.4710	0.4934	0.4755
393.1920	0.4698	0.4917	0.4709
393.3444	0.4692	0.4895	0.4711
393.4968	0.4678	0.4872	0.4701
393.6492	0.4665	0.4856	0.4726
393.8016	0.4647	0.4845	0.4728
393.9540	0.4628	0.4835	0.4738
394.1064	0.4622	0.4823	0.4647
394.2588	0.4616	0.4807	0.4651
394.4112	0.4608	0.4792	0.4587
394.5636	0.4589	0.4782	0.4577
394.7160	0.4582	0.4775	0.4610
394.8684	0.4575	0.4769	0.4649
395.0208	0.4561	0.4755	0.4646
395.1732	0.4558	0.4735	0.4625
395.3256	0.4551	0.4714	0.4572
395.4780	0.4551	0.4698	0.4480
395.6304	0.4555	0.4692	0.4491
395.7828	0.4558	0.4695	0.4501
395.9352	0.4569	0.4706	0.4544
396.0876	0.4575	0.4723	0.4578
396.2400	0.4596	0.4747	0.4653
396.3924	0.4620	0.4777	0.4653
396.5448	0.4624	0.4807	0.4658
396.6972	0.4631	0.4828	0.4730
396.8496	0.4641	0.4834	0.4727
397.0020	0.4639	0.4824	0.4720
397.1544	0.4636	0.4806	0.4680
397.3068	0.4630	0.4792	0.4639
397.4592	0.4611	0.4787	0.4644
397.6116	0.4622	0.4785	0.4697
397.7640	0.4595	0.4778	0.4737
397.9164	0.4566	0.4760	0.4762
398.0688	0.4565	0.4737	0.4773
398.2212	0.4569	0.4719	0.4577
398.3736	0.4573	0.4718	0.4580
398.5260	0.4578	0.4735	0.4499
398.6784	0.4602	0.4764	0.4629
398.8308	0.4615	0.4799	0.4794
398.9832	0.4629	0.4838	0.4794
399.1356	0.4679	0.4879	0.4832
399.2880	0.4745	0.4921	0.4872
399.4404	0.4771	0.4963	0.4910
399.5928	0.4801	0.5006	0.5008
399.7452	0.4855	0.5047	0.5005
399.8976	0.4891	0.5086	0.5018
400.0500	0.4943	0.5120	0.5062
400.2024	0.4992	0.5152	0.5133
400.3548	0.5011	0.5187	0.5138
400.5072	0.5038	0.5224	0.5174
400.6596	0.5058	0.5257	0.5262
400.8120	0.5084	0.5279	0.5253
400.9644	0.5090	0.5288	0.5260
401.1168	0.5089	0.5286	0.5292
401.2692	0.5082	0.5277	0.5297
401.4216	0.5049	0.5262	0.5248
401.5740	0.5038	0.5242	0.5206
401.7264	0.5025	0.5211	0.5122
401.8788	0.4968	0.5172	0.5100
402.0312	0.4917	0.5127	0.5103
402.1836	0.4904	0.5079	0.5069
402.3360	0.4842	0.5029	0.4860
402.4884	0.4764	0.4977	0.4877
402.6408	0.4736	0.4926	0.4882
402.7932	0.4680	0.4878	0.4733
402.9456	0.4604	0.4837	0.4679
403.0980	0.4577	0.4800	0.4669
403.2504	0.4533	0.4762	0.4668
403.4028	0.4475	0.4719	0.4539
403.5552	0.4458	0.4671	0.4531
403.7076	0.4433	0.4624	0.4456
403.8600	0.4423	0.4587	0.4396
404.0124	0.4421	0.4568	0.4399
